"","N1_1","N2_1","N3_1","N4_1","N5_1","N6_1","N1_2","N2_2","N3_2","N4_2","N5_2","N6_2"
"P61218",0,0,0,0,0,0,0,0,0,0,0,0
"P61224",0,0,0,0,0,0,0,0,0,0,0,0
"P61244",0,0,0,0,0,0,0,0,0,0,0,0
"P61247",1,1,1,1,1,1,1,1,1,1,1,1
"P61254",0,0,0,0,0,0,0,0,0,0,0,0
"P61289",1,1,1,1,1,1,1,1,1,1,1,1
"P61313",1,1,1,1,1,1,1,1,1,1,1,1
"P61326",0,0,0,0,0,0,0,0,0,0,0,0
"P61353",1,1,1,1,1,1,1,1,1,1,1,1
"P61421",1,1,1,1,1,1,1,1,1,1,1,1
"P61513",0,0,0,0,0,0,0,0,0,0,0,0
"P61586",0,0,0,0,0,0,0,0,0,0,0,0
"P61758",0,0,0,0,0,0,0,0,0,0,0,0
"P61803",0,0,0,0,0,0,0,0,0,0,0,0
"P61927",0,0,0,0,0,0,0,0,0,0,0,0
"P61952",0,0,0,0,0,0,0,0,0,0,0,0
"P61964",0,0,0,0,0,0,0,0,0,0,0,0
"P61966",1,1,1,1,1,1,1,1,1,1,1,1
"P61968",0,0,0,0,0,0,0,0,0,0,0,0
"P61978",1,1,1,1,1,1,1,1,1,1,1,1
"P61981",1,1,1,1,1,1,1,1,1,1,1,1
"P62068",0,0,0,0,0,0,0,0,0,0,0,0
"P62072",0,0,0,0,0,0,0,0,0,0,0,0
"P62081",1,1,1,1,1,1,1,1,1,1,1,1
"P62136",1,1,1,1,1,1,1,1,1,1,1,1
"P62158",1,1,1,1,1,1,1,1,1,1,1,1
"P62191",1,1,1,1,1,1,1,1,1,1,1,1
"P62195",1,1,1,1,1,1,1,1,1,1,1,1
"P62241",1,1,1,1,1,1,1,1,1,1,1,1
"P62244",1,1,1,1,1,1,1,1,1,1,1,1
"P62249",1,1,1,1,1,1,1,1,1,1,1,1
"P62258",1,1,1,1,1,1,1,1,1,1,1,1
"P62263",1,1,1,1,1,1,1,1,1,1,1,1
"P62266",1,1,1,1,1,1,1,1,1,1,1,1
"P62269",1,1,1,1,1,1,1,1,1,1,1,1
"P62273",1,1,1,1,1,1,1,1,1,1,1,1
"P62277",1,1,1,1,1,1,1,1,1,1,1,1
"P62280",1,1,1,1,1,1,1,1,1,1,1,1
"P62304",1,1,1,1,1,1,1,1,1,1,1,1
"P62306",1,1,1,1,1,1,1,1,1,1,1,1
"P62308",0,0,0,0,0,0,0,0,0,0,0,0
"P62310",1,1,1,1,1,1,1,1,1,1,1,1
"P62312",1,1,1,1,1,1,1,1,1,1,1,1
"P62314",1,1,1,1,1,1,1,1,1,1,1,1
"P62316",0,0,0,0,0,0,0,0,0,0,0,0
"P62318",1,1,1,1,1,1,1,1,1,1,1,1
"P62333",1,1,1,1,1,1,1,1,1,1,1,1
"P62380",0,0,0,0,0,0,0,0,0,0,0,0
"P62424",1,1,1,1,1,1,1,1,1,1,1,1
"P62487",0,0,0,0,0,0,0,0,0,0,0,0
"P62491",0,0,0,0,0,0,0,0,0,0,0,0
"P62495",1,1,1,1,1,1,1,1,1,1,1,1
"P62701",1,1,1,1,1,1,1,1,1,1,1,1
"P62714",0,0,0,0,0,0,0,0,0,0,0,0
"P62736",0,0,0,0,0,0,0,0,0,0,0,0
"P62750",1,1,1,1,1,1,1,1,1,1,1,1
"P62753",1,1,1,1,1,1,1,1,1,1,1,1
"P62760",0,0,0,0,0,0,0,0,0,0,0,0
"P62805",1,1,1,1,1,1,1,1,1,1,1,1
"P62826",1,1,1,1,1,1,1,1,1,1,1,1
"P62829",1,1,1,1,1,1,1,1,1,1,1,1
"P62834",0,0,0,0,0,0,0,0,0,0,0,0
"P62837",0,0,0,0,0,0,0,0,0,0,0,0
"P62841",0,0,0,0,0,0,0,0,0,0,0,0
"P62847",1,1,1,1,1,1,1,1,1,1,1,1
"P62851",1,1,1,1,1,1,1,1,1,1,1,1
"P62854",1,1,1,1,1,1,1,1,1,1,1,1
"P62857",1,1,1,1,1,1,1,1,1,1,1,1
"P62861",1,1,1,1,1,1,1,1,1,1,1,1
"P62873",0,0,0,0,0,0,0,0,0,0,0,0
"P62875",0,0,0,0,0,0,0,0,0,0,0,0
"P62877",1,1,1,1,1,1,1,1,1,1,1,1
"P62879",0,0,0,0,0,0,0,0,0,0,0,0
"P62888",1,1,1,1,1,1,1,1,1,1,1,1
"P62891",0,0,0,0,0,0,0,0,0,0,0,0
"P62899",1,1,1,1,1,1,1,1,1,1,1,1
"P62906",1,1,1,1,1,1,1,1,1,1,1,1
"P62910",0,0,0,0,0,0,0,0,0,0,0,0
"P62913",1,1,1,1,1,1,1,1,1,1,1,1
"P62917",1,1,1,1,1,1,1,1,1,1,1,1
"P62937",1,1,1,1,1,1,1,1,1,1,1,1
"P62942",1,1,1,1,1,1,1,1,1,1,1,1
"P62945",0,0,0,0,0,0,0,0,0,0,0,0
"P62979",0,0,0,0,0,0,0,0,0,0,0,0
"P62987",0,0,0,0,0,0,0,0,0,0,0,0
"P62993",1,1,1,1,1,1,1,1,1,1,1,1
"P62995",1,1,1,1,1,1,1,1,1,1,1,1
"P63000",1,1,1,1,1,1,1,1,1,1,1,1
"P63027",0,0,0,0,0,0,0,0,0,0,0,0
"P63092",0,0,0,0,0,0,0,0,0,0,0,0
"P63096",1,1,1,1,1,1,1,1,1,1,1,1
"P63098",0,0,0,0,0,0,0,0,0,0,0,0
"P63104",1,1,1,1,1,1,1,1,1,1,1,1
"P63151",1,1,1,1,1,1,1,1,1,1,1,1
"P63162",0,0,0,0,0,0,0,0,0,0,0,0
"P63165",0,0,0,0,0,0,0,0,0,0,0,0
"P63167",0,0,0,0,0,0,0,0,0,0,0,0
"P63172",0,0,0,0,0,0,0,0,0,0,0,0
"P63173",1,1,1,1,1,1,1,1,1,1,1,1
"P63208",1,1,1,1,1,1,1,1,1,1,1,1
"P63211",0,0,0,0,0,0,0,0,0,0,0,0
"P63215",0,0,0,0,0,0,0,0,0,0,0,0
"P63218",0,0,0,0,0,0,0,0,0,0,0,0
"P63220",1,1,1,1,1,1,1,1,1,1,1,1
"P63244",1,1,1,1,1,1,1,1,1,1,1,1
"P63261",1,1,1,1,1,1,1,1,1,1,1,1
"P63267",0,0,0,0,0,0,0,0,0,0,0,0
"P63272",0,0,0,0,0,0,0,0,0,0,0,0
"P63279",1,1,1,1,1,1,1,1,1,1,1,1
"P67775",0,0,0,0,0,0,0,0,0,0,0,0
"P67809",1,1,1,1,1,1,1,1,1,1,1,1
"P67870",0,0,0,0,0,0,0,0,0,0,0,0
"P68036",1,1,1,1,1,1,1,1,1,1,1,1
"P68104",0,0,0,0,0,0,0,0,0,0,0,0
"P68366",1,1,1,1,1,1,1,1,1,1,1,1
"P68400",1,1,1,1,1,1,1,1,1,1,1,1
"P68431",0,0,0,0,0,0,0,0,0,0,0,0
"P78318",0,0,0,0,0,0,0,0,0,0,0,0
"P78325",0,0,0,0,0,0,0,0,0,0,0,0
"P78345",0,0,0,0,0,0,0,0,0,0,0,0
"P78346",0,0,0,0,0,0,0,0,0,0,0,0
"P78347",1,1,1,1,1,1,1,1,1,1,1,1
"P78352",0,0,0,0,0,0,0,0,0,0,0,0
"P78357",1,1,1,1,1,1,1,1,1,1,1,1
"P78364",0,0,0,0,0,0,0,0,0,0,0,0
"P78371",1,1,1,1,1,1,1,1,1,1,1,1
"P78381",0,0,0,0,0,0,0,0,0,0,0,0
"P78395",0,0,0,0,0,0,0,0,0,0,0,0
"P78396",0,0,0,0,0,0,0,0,0,0,0,0
"P78508",0,0,0,0,0,0,0,0,0,0,0,0
"P78527",1,1,1,1,1,1,1,1,1,1,1,1
"P78537",0,0,0,0,0,0,0,0,0,0,0,0
"P78552",0,0,0,0,0,0,0,0,0,0,0,0
"P78560",0,0,0,0,0,0,0,0,0,0,0,0
"P80217",0,0,0,0,0,0,0,0,0,0,0,0
"P81274",0,0,0,0,0,0,0,0,0,0,0,0
"P82279",0,0,0,0,0,0,0,0,0,0,0,0
"P82650",0,0,0,0,0,0,0,0,0,0,0,0
"P82663",1,1,1,1,1,1,1,1,1,1,1,1
"P82664",1,1,1,1,1,1,1,1,1,1,1,1
"P82673",0,0,0,0,0,0,0,0,0,0,0,0
"P82675",0,0,0,0,0,0,0,0,0,0,0,0
"P82909",1,1,1,1,1,1,1,1,1,1,1,1
"P82912",0,0,0,0,0,0,0,0,0,0,0,0
"P82914",0,0,0,0,0,0,0,0,0,0,0,0
"P82921",0,0,0,0,0,0,0,0,0,0,0,0
"P82930",0,0,0,0,0,0,0,0,0,0,0,0
"P82932",0,0,0,0,0,0,0,0,0,0,0,0
"P82933",1,1,1,1,1,1,1,1,1,1,1,1
"P83111",1,1,1,1,1,1,1,1,1,1,1,1
"P83369",0,0,0,0,0,0,0,0,0,0,0,0
"P83436",0,0,0,0,0,0,0,0,0,0,0,0
"P83731",1,1,1,1,1,1,1,1,1,1,1,1
"P83876",0,0,0,0,0,0,0,0,0,0,0,0
"P83881",0,0,0,0,0,0,0,0,0,0,0,0
"P84022",0,0,0,0,0,0,0,0,0,0,0,0
"P84077",0,0,0,0,0,0,0,0,0,0,0,0
"P84090",1,1,1,1,1,1,1,1,1,1,1,1
"P84098",1,1,1,1,1,1,1,1,1,1,1,1
"P84103",1,1,1,1,1,1,1,1,1,1,1,1
"P84243",0,0,0,0,0,0,0,0,0,0,0,0
"P85298",0,0,0,0,0,0,0,0,0,0,0,0
"P98095",0,0,0,0,0,0,0,0,0,0,0,0
"P98161",0,0,0,0,0,0,0,0,0,0,0,0
"P98170",0,0,0,0,0,0,0,0,0,0,0,0
"P98172",0,0,0,0,0,0,0,0,0,0,0,0
"P98177",0,0,0,0,0,0,0,0,0,0,0,0
"P99999",1,1,1,1,1,1,1,1,1,1,1,1
"Q00013",1,1,1,1,1,1,1,1,1,1,1,1
"Q00266",0,0,0,0,0,0,0,0,0,0,0,0
"Q00325",1,1,1,1,1,1,1,1,1,1,1,1
"Q00341",1,1,1,1,1,1,1,1,1,1,1,1
"Q00403",0,0,0,0,0,0,0,0,0,0,0,0
"Q00526",0,0,0,0,0,0,0,0,0,0,0,0
"Q00534",0,0,0,0,0,0,0,0,0,0,0,0
"Q00535",0,0,0,0,0,0,0,0,0,0,0,0
"Q00597",0,0,0,0,0,0,0,0,0,0,0,0
"Q00604",0,0,0,0,0,0,0,0,0,0,0,0
"Q00610",1,1,1,1,1,1,1,1,1,1,1,1
"Q00613",0,0,0,0,0,0,0,0,0,0,0,0
"Q00653",0,0,0,0,0,0,0,0,0,0,0,0
"Q00765",1,1,1,1,1,1,1,1,1,1,1,1
"Q00839",1,1,1,1,1,1,1,1,1,1,1,1
"Q00978",0,0,0,0,0,0,0,0,0,0,0,0
"Q00987",0,0,0,0,0,0,0,0,0,0,0,0
"Q01081",1,1,1,1,1,1,1,1,1,1,1,1
"Q01094",0,0,0,0,0,0,0,0,0,0,0,0
"Q01105",1,1,1,1,1,1,1,1,1,1,1,1
"Q01130",0,0,0,0,0,0,0,0,0,0,0,0
"Q01196",0,0,0,0,0,0,0,0,0,0,0,0
"Q01201",0,0,0,0,0,0,0,0,0,0,0,0
"Q01362",0,0,0,0,0,0,0,0,0,0,0,0
"Q01518",1,1,1,1,1,1,1,1,1,1,1,1
"Q01534",0,0,0,0,0,0,0,0,0,0,0,0
"Q01543",0,0,0,0,0,0,0,0,0,0,0,0
"Q01638",0,0,0,0,0,0,0,0,0,0,0,0
"Q01658",0,0,0,0,0,0,0,0,0,0,0,0
"Q01780",0,0,0,0,0,0,0,0,0,0,0,0
"Q01844",1,1,1,1,1,1,1,1,1,1,1,1
"Q01860",0,0,0,0,0,0,0,0,0,0,0,0
"Q01955",0,0,0,0,0,0,0,0,0,0,0,0
"Q01970",0,0,0,0,0,0,0,0,0,0,0,0
"Q02078",0,0,0,0,0,0,0,0,0,0,0,0
"Q02108",0,0,0,0,0,0,0,0,0,0,0,0
"Q02153",0,0,0,0,0,0,0,0,0,0,0,0
"Q02218",1,1,1,1,1,1,1,1,1,1,1,1
"Q02241",0,0,0,0,0,0,0,0,0,0,0,0
"Q02297",0,0,0,0,0,0,0,0,0,0,0,0
"Q02410",0,0,0,0,0,0,0,0,0,0,0,0
"Q02539",0,0,0,0,0,0,0,0,0,0,0,0
"Q02543",1,1,1,1,1,1,1,1,1,1,1,1
"Q02577",0,0,0,0,0,0,0,0,0,0,0,0
"Q02750",0,0,0,0,0,0,0,0,0,0,0,0
"Q02878",1,1,1,1,1,1,1,1,1,1,1,1
"Q02880",1,1,1,1,1,1,1,1,1,1,1,1
"Q02952",1,1,1,1,1,1,1,1,1,1,1,1
"Q03111",0,0,0,0,0,0,0,0,0,0,0,0
"Q03113",0,0,0,0,0,0,0,0,0,0,0,0
"Q03135",1,1,1,1,1,1,1,1,1,1,1,1
"Q03164",0,0,0,0,0,0,0,0,0,0,0,0
"Q03188",0,0,0,0,0,0,0,0,0,0,0,0
"Q03405",0,0,0,0,0,0,0,0,0,0,0,0
"Q03431",0,0,0,0,0,0,0,0,0,0,0,0
"Q03468",0,0,0,0,0,0,0,0,0,0,0,0
"Q03518",1,1,1,1,1,1,1,1,1,1,1,1
"Q03933",0,0,0,0,0,0,0,0,0,0,0,0
"Q04206",0,0,0,0,0,0,0,0,0,0,0,0
"Q04637",1,1,1,1,1,1,1,1,1,1,1,1
"Q04721",0,0,0,0,0,0,0,0,0,0,0,0
"Q04724",0,0,0,0,0,0,0,0,0,0,0,0
"Q04725",0,0,0,0,0,0,0,0,0,0,0,0
"Q04726",0,0,0,0,0,0,0,0,0,0,0,0
"Q04727",0,0,0,0,0,0,0,0,0,0,0,0
"Q04864",0,0,0,0,0,0,0,0,0,0,0,0
"Q04917",1,1,1,1,1,1,1,1,1,1,1,1
"Q05048",0,0,0,0,0,0,0,0,0,0,0,0
"Q05086",0,0,0,0,0,0,0,0,0,0,0,0
"Q05193",0,0,0,0,0,0,0,0,0,0,0,0
"Q05195",0,0,0,0,0,0,0,0,0,0,0,0
"Q05397",0,0,0,0,0,0,0,0,0,0,0,0
"Q05513",0,0,0,0,0,0,0,0,0,0,0,0
"Q05519",1,1,1,1,1,1,1,1,1,1,1,1
"Q05586",0,0,0,0,0,0,0,0,0,0,0,0
"Q05655",0,0,0,0,0,0,0,0,0,0,0,0
"Q06124",1,1,1,1,1,1,1,1,1,1,1,1
"Q06187",0,0,0,0,0,0,0,0,0,0,0,0
"Q06190",0,0,0,0,0,0,0,0,0,0,0,0
"Q06265",0,0,0,0,0,0,0,0,0,0,0,0
"Q06323",1,1,1,1,1,1,1,1,1,1,1,1
"Q06330",0,0,0,0,0,0,0,0,0,0,0,0
"Q06495",0,0,0,0,0,0,0,0,0,0,0,0
"Q06587",0,0,0,0,0,0,0,0,0,0,0,0
"Q06609",0,0,0,0,0,0,0,0,0,0,0,0
"Q06643",0,0,0,0,0,0,0,0,0,0,0,0
"Q06830",1,1,1,1,1,1,1,1,1,1,1,1
"Q06945",0,0,0,0,0,0,0,0,0,0,0,0
"Q07020",1,1,1,1,1,1,1,1,1,1,1,1
"Q07021",1,1,1,1,1,1,1,1,1,1,1,1
"Q07157",1,1,1,1,1,1,1,1,1,1,1,1
"Q07343",0,0,0,0,0,0,0,0,0,0,0,0
"Q07352",0,0,0,0,0,0,0,0,0,0,0,0
"Q07617",0,0,0,0,0,0,0,0,0,0,0,0
"Q07666",1,1,1,1,1,1,1,1,1,1,1,1
"Q07812",1,1,1,1,1,1,1,1,1,1,1,1
"Q07817",0,0,0,0,0,0,0,0,0,0,0,0
"Q07820",0,0,0,0,0,0,0,0,0,0,0,0
"Q07864",0,0,0,0,0,0,0,0,0,0,0,0
"Q07866",0,0,0,0,0,0,0,0,0,0,0,0
"Q07889",0,0,0,0,0,0,0,0,0,0,0,0
"Q07912",0,0,0,0,0,0,0,0,0,0,0,0
"Q07954",1,1,1,1,1,1,1,1,1,1,1,1
"Q07955",1,1,1,1,1,1,1,1,1,1,1,1
"Q08050",0,0,0,0,0,0,0,0,0,0,0,0
"Q08170",0,0,0,0,0,0,0,0,0,0,0,0
"Q08209",1,1,1,1,1,1,1,1,1,1,1,1
"Q08211",1,1,1,1,1,1,1,1,1,1,1,1
"Q08334",0,0,0,0,0,0,0,0,0,0,0,0
"Q08345",0,0,0,0,0,0,0,0,0,0,0,0
"Q08379",1,1,1,1,1,1,1,1,1,1,1,1
"Q08431",0,0,0,0,0,0,0,0,0,0,0,0
"Q08495",1,1,1,1,1,1,1,1,1,1,1,1
"Q08499",0,0,0,0,0,0,0,0,0,0,0,0
"Q08722",1,1,1,1,1,1,1,1,1,1,1,1
"Q08881",0,0,0,0,0,0,0,0,0,0,0,0
"Q08945",0,0,0,0,0,0,0,0,0,0,0,0
"Q08999",0,0,0,0,0,0,0,0,0,0,0,0
"Q09028",0,0,0,0,0,0,0,0,0,0,0,0
"Q09161",0,0,0,0,0,0,0,0,0,0,0,0
"Q09328",0,0,0,0,0,0,0,0,0,0,0,0
"Q09470",0,0,0,0,0,0,0,0,0,0,0,0
"Q09472",0,0,0,0,0,0,0,0,0,0,0,0
"Q09666",1,1,1,1,1,1,1,1,1,1,1,1
"Q0PNE2",0,0,0,0,0,0,0,0,0,0,0,0
"Q0VAK7",0,0,0,0,0,0,0,0,0,0,0,0
"Q0VG06",0,0,0,0,0,0,0,0,0,0,0,0
"Q0VGL1",0,0,0,0,0,0,0,0,0,0,0,0
"Q10469",0,0,0,0,0,0,0,0,0,0,0,0
"Q10567",1,1,1,1,1,1,1,1,1,1,1,1
"Q10570",1,1,1,1,1,1,1,1,1,1,1,1
"Q12768",1,1,1,1,1,1,1,1,1,1,1,1
"Q12769",0,0,0,0,0,0,0,0,0,0,0,0
"Q12770",0,0,0,0,0,0,0,0,0,0,0,0
"Q12772",0,0,0,0,0,0,0,0,0,0,0,0
"Q12778",0,0,0,0,0,0,0,0,0,0,0,0
"Q12788",0,0,0,0,0,0,0,0,0,0,0,0
"Q12789",0,0,0,0,0,0,0,0,0,0,0,0
"Q12791",0,0,0,0,0,0,0,0,0,0,0,0
"Q12802",0,0,0,0,0,0,0,0,0,0,0,0
"Q12809",0,0,0,0,0,0,0,0,0,0,0,0
"Q12824",0,0,0,0,0,0,0,0,0,0,0,0
"Q12830",0,0,0,0,0,0,0,0,0,0,0,0
"Q12834",0,0,0,0,0,0,0,0,0,0,0,0
"Q12840",0,0,0,0,0,0,0,0,0,0,0,0
"Q12846",0,0,0,0,0,0,0,0,0,0,0,0
"Q12849",1,1,1,1,1,1,1,1,1,1,1,1
"Q12873",0,0,0,0,0,0,0,0,0,0,0,0
"Q12874",0,0,0,0,0,0,0,0,0,0,0,0
"Q12879",0,0,0,0,0,0,0,0,0,0,0,0
"Q12888",0,0,0,0,0,0,0,0,0,0,0,0
"Q12904",1,1,1,1,1,1,1,1,1,1,1,1
"Q12905",1,1,1,1,1,1,1,1,1,1,1,1
"Q12906",1,1,1,1,1,1,1,1,1,1,1,1
"Q12929",0,0,0,0,0,0,0,0,0,0,0,0
"Q12931",1,1,1,1,1,1,1,1,1,1,1,1
"Q12933",0,0,0,0,0,0,0,0,0,0,0,0
"Q12955",1,1,1,1,1,1,1,1,1,1,1,1
"Q12959",1,1,1,1,1,1,1,1,1,1,1,1
"Q12962",0,0,0,0,0,0,0,0,0,0,0,0
"Q12965",0,0,0,0,0,0,0,0,0,0,0,0
"Q12980",0,0,0,0,0,0,0,0,0,0,0,0
"Q12982",0,0,0,0,0,0,0,0,0,0,0,0
"Q12996",0,0,0,0,0,0,0,0,0,0,0,0
"Q13009",0,0,0,0,0,0,0,0,0,0,0,0
"Q13033",0,0,0,0,0,0,0,0,0,0,0,0
"Q13042",0,0,0,0,0,0,0,0,0,0,0,0
"Q13043",0,0,0,0,0,0,0,0,0,0,0,0
"Q13049",0,0,0,0,0,0,0,0,0,0,0,0
"Q13075",0,0,0,0,0,0,0,0,0,0,0,0
"Q13084",0,0,0,0,0,0,0,0,0,0,0,0
"Q13094",0,0,0,0,0,0,0,0,0,0,0,0
"Q13098",1,1,1,1,1,1,1,1,1,1,1,1
"Q13099",0,0,0,0,0,0,0,0,0,0,0,0
"Q13105",0,0,0,0,0,0,0,0,0,0,0,0
"Q13111",0,0,0,0,0,0,0,0,0,0,0,0
"Q13112",0,0,0,0,0,0,0,0,0,0,0,0
"Q13114",0,0,0,0,0,0,0,0,0,0,0,0
"Q13118",0,0,0,0,0,0,0,0,0,0,0,0
"Q13123",0,0,0,0,0,0,0,0,0,0,0,0
"Q13127",0,0,0,0,0,0,0,0,0,0,0,0
"Q13131",0,0,0,0,0,0,0,0,0,0,0,0
"Q13144",0,0,0,0,0,0,0,0,0,0,0,0
"Q13148",1,1,1,1,1,1,1,1,1,1,1,1
"Q13153",0,0,0,0,0,0,0,0,0,0,0,0
"Q13155",1,1,1,1,1,1,1,1,1,1,1,1
"Q13158",0,0,0,0,0,0,0,0,0,0,0,0
"Q13163",0,0,0,0,0,0,0,0,0,0,0,0
"Q13185",1,1,1,1,1,1,1,1,1,1,1,1
"Q13188",0,0,0,0,0,0,0,0,0,0,0,0
"Q13191",0,0,0,0,0,0,0,0,0,0,0,0
"Q13200",1,1,1,1,1,1,1,1,1,1,1,1
"Q13216",0,0,0,0,0,0,0,0,0,0,0,0
"Q13217",0,0,0,0,0,0,0,0,0,0,0,0
"Q13219",0,0,0,0,0,0,0,0,0,0,0,0
"Q13227",0,0,0,0,0,0,0,0,0,0,0,0
"Q13228",1,1,1,1,1,1,1,1,1,1,1,1
"Q13242",1,1,1,1,1,1,1,1,1,1,1,1
"Q13243",0,0,0,0,0,0,0,0,0,0,0,0
"Q13247",1,1,1,1,1,1,1,1,1,1,1,1
"Q13255",0,0,0,0,0,0,0,0,0,0,0,0
"Q13257",0,0,0,0,0,0,0,0,0,0,0,0
"Q13263",1,1,1,1,1,1,1,1,1,1,1,1
"Q13277",0,0,0,0,0,0,0,0,0,0,0,0
"Q13283",1,1,1,1,1,1,1,1,1,1,1,1
"Q13285",0,0,0,0,0,0,0,0,0,0,0,0
"Q13287",0,0,0,0,0,0,0,0,0,0,0,0
"Q13303",0,0,0,0,0,0,0,0,0,0,0,0
"Q13309",0,0,0,0,0,0,0,0,0,0,0,0
"Q13315",1,1,1,1,1,1,1,1,1,1,1,1
"Q13326",0,0,0,0,0,0,0,0,0,0,0,0
"Q13330",0,0,0,0,0,0,0,0,0,0,0,0
"Q13347",1,1,1,1,1,1,1,1,1,1,1,1
"Q13352",0,0,0,0,0,0,0,0,0,0,0,0
"Q13356",1,1,1,1,1,1,1,1,1,1,1,1
"Q13363",0,0,0,0,0,0,0,0,0,0,0,0
"Q13367",0,0,0,0,0,0,0,0,0,0,0,0
"Q13368",0,0,0,0,0,0,0,0,0,0,0,0
"Q13371",0,0,0,0,0,0,0,0,0,0,0,0
"Q13387",0,0,0,0,0,0,0,0,0,0,0,0
"Q13393",0,0,0,0,0,0,0,0,0,0,0,0
"Q13402",0,0,0,0,0,0,0,0,0,0,0,0
"Q13404",0,0,0,0,0,0,0,0,0,0,0,0
"Q13405",1,1,1,1,1,1,1,1,1,1,1,1
"Q13415",0,0,0,0,0,0,0,0,0,0,0,0
"Q13416",0,0,0,0,0,0,0,0,0,0,0,0
"Q13418",1,1,1,1,1,1,1,1,1,1,1,1
"Q13426",0,0,0,0,0,0,0,0,0,0,0,0
"Q13428",0,0,0,0,0,0,0,0,0,0,0,0
"Q13435",1,1,1,1,1,1,1,1,1,1,1,1
"Q13438",0,0,0,0,0,0,0,0,0,0,0,0
"Q13443",0,0,0,0,0,0,0,0,0,0,0,0
"Q13444",0,0,0,0,0,0,0,0,0,0,0,0
"Q13451",1,1,1,1,1,1,1,1,1,1,1,1
"Q13454",0,0,0,0,0,0,0,0,0,0,0,0
"Q13464",0,0,0,0,0,0,0,0,0,0,0,0
"Q13467",0,0,0,0,0,0,0,0,0,0,0,0
"Q13469",1,1,1,1,1,1,1,1,1,1,1,1
"Q13472",0,0,0,0,0,0,0,0,0,0,0,0
"Q13480",0,0,0,0,0,0,0,0,0,0,0,0
"Q13485",0,0,0,0,0,0,0,0,0,0,0,0
"Q13487",0,0,0,0,0,0,0,0,0,0,0,0
"Q13489",0,0,0,0,0,0,0,0,0,0,0,0
"Q13490",0,0,0,0,0,0,0,0,0,0,0,0
"Q13501",1,1,1,1,1,1,1,1,1,1,1,1
"Q13503",0,0,0,0,0,0,0,0,0,0,0,0
"Q13505",1,1,1,1,1,1,1,1,1,1,1,1
"Q13507",0,0,0,0,0,0,0,0,0,0,0,0
"Q13509",0,0,0,0,0,0,0,0,0,0,0,0
"Q13510",1,1,1,1,1,1,1,1,1,1,1,1
"Q13523",0,0,0,0,0,0,0,0,0,0,0,0
"Q13526",0,0,0,0,0,0,0,0,0,0,0,0
"Q13535",0,0,0,0,0,0,0,0,0,0,0,0
"Q13546",0,0,0,0,0,0,0,0,0,0,0,0
"Q13547",0,0,0,0,0,0,0,0,0,0,0,0
"Q13557",0,0,0,0,0,0,0,0,0,0,0,0
"Q13562",0,0,0,0,0,0,0,0,0,0,0,0
"Q13563",0,0,0,0,0,0,0,0,0,0,0,0
"Q13564",1,1,1,1,1,1,1,1,1,1,1,1
"Q13573",0,0,0,0,0,0,0,0,0,0,0,0
"Q13574",0,0,0,0,0,0,0,0,0,0,0,0
"Q13576",1,1,1,1,1,1,1,1,1,1,1,1
"Q13586",0,0,0,0,0,0,0,0,0,0,0,0
"Q13596",1,1,1,1,1,1,1,1,1,1,1,1
"Q13608",0,0,0,0,0,0,0,0,0,0,0,0
"Q13610",0,0,0,0,0,0,0,0,0,0,0,0
"Q13616",0,0,0,0,0,0,0,0,0,0,0,0
"Q13617",0,0,0,0,0,0,0,0,0,0,0,0
"Q13618",0,0,0,0,0,0,0,0,0,0,0,0
"Q13619",0,0,0,0,0,0,0,0,0,0,0,0
"Q13620",0,0,0,0,0,0,0,0,0,0,0,0
"Q13635",0,0,0,0,0,0,0,0,0,0,0,0
"Q13642",1,1,1,1,1,1,1,1,1,1,1,1
"Q13643",0,0,0,0,0,0,0,0,0,0,0,0
"Q13651",0,0,0,0,0,0,0,0,0,0,0,0
"Q13671",0,0,0,0,0,0,0,0,0,0,0,0
"Q13683",1,1,1,1,1,1,1,1,1,1,1,1
"Q13745",0,0,0,0,0,0,0,0,0,0,0,0
"Q13769",0,0,0,0,0,0,0,0,0,0,0,0
"Q13791",0,0,0,0,0,0,0,0,0,0,0,0
"Q13797",0,0,0,0,0,0,0,0,0,0,0,0
"Q13813",1,1,1,1,1,1,1,1,1,1,1,1
"Q13835",0,0,0,0,0,0,0,0,0,0,0,0
"Q13838",1,1,1,1,1,1,1,1,1,1,1,1
"Q13868",0,0,0,0,0,0,0,0,0,0,0,0
"Q13888",0,0,0,0,0,0,0,0,0,0,0,0
"Q13889",0,0,0,0,0,0,0,0,0,0,0,0
"Q13901",0,0,0,0,0,0,0,0,0,0,0,0
"Q13905",0,0,0,0,0,0,0,0,0,0,0,0
"Q13950",0,0,0,0,0,0,0,0,0,0,0,0
"Q13951",0,0,0,0,0,0,0,0,0,0,0,0
"Q13952",0,0,0,0,0,0,0,0,0,0,0,0
"Q14008",1,1,1,1,1,1,1,1,1,1,1,1
"Q14011",1,1,1,1,1,1,1,1,1,1,1,1
"Q14103",1,1,1,1,1,1,1,1,1,1,1,1
"Q14118",0,0,0,0,0,0,0,0,0,0,0,0
"Q14137",0,0,0,0,0,0,0,0,0,0,0,0
"Q14145",0,0,0,0,0,0,0,0,0,0,0,0
"Q14152",1,1,1,1,1,1,1,1,1,1,1,1
"Q14155",1,1,1,1,1,1,1,1,1,1,1,1
"Q14157",1,1,1,1,1,1,1,1,1,1,1,1
