"","N1_1","N2_1","N3_1","N4_1","N5_1","N6_1","N1_2","N2_2","N3_2","N4_2","N5_2","N6_2"
"P60953",0,0,0,0,0,0,0,0,0,0,0,0
"P61006",0,0,0,0,0,0,0,0,0,0,0,0
"P61024",0,0,0,0,0,0,0,0,0,0,0,0
"P61073",0,0,0,0,0,0,0,0,0,0,0,0
"P61077",0,0,0,0,0,0,0,0,0,0,0,0
"P61088",0,0,0,0,0,0,0,0,0,0,0,0
"P61158",0,0,0,0,0,0,0,0,0,0,0,0
"P61160",0,0,0,0,0,0,0,0,0,0,0,0
"P61201",1,1,1,1,1,1,1,1,1,1,1,1
"P61218",0,0,0,0,0,0,0,0,0,0,0,0
"P61224",0,0,0,0,0,0,0,0,0,0,0,0
"P61244",0,0,0,0,0,0,0,0,0,0,0,0
"P61247",0,0,0,0,0,0,0,0,0,0,0,0
"P61254",0,0,0,0,0,0,0,0,0,0,0,0
"P61289",1,1,1,1,1,1,1,1,1,1,1,1
"P61313",0,0,0,0,0,0,0,0,0,0,0,0
"P61326",0,0,0,0,0,0,0,0,0,0,0,0
"P61353",0,0,0,0,0,0,0,0,0,0,0,0
"P61421",0,0,0,0,0,0,0,0,0,0,0,0
"P61513",0,0,0,0,0,0,0,0,0,0,0,0
"P61586",0,0,0,0,0,0,0,0,0,0,0,0
"P61758",1,1,1,1,1,1,1,1,1,1,1,1
"P61803",0,0,0,0,0,0,0,0,0,0,0,0
"P61927",0,0,0,0,0,0,0,0,0,0,0,0
"P61952",0,0,0,0,0,0,0,0,0,0,0,0
"P61964",0,0,0,0,0,0,0,0,0,0,0,0
"P61966",0,0,0,0,0,0,0,0,0,0,0,0
"P61968",0,0,0,0,0,0,0,0,0,0,0,0
"P61978",0,0,0,0,0,0,0,0,0,0,0,0
"P61981",0,0,0,0,1,0,0,1,0,0,0,0
"P62068",0,0,0,0,0,0,0,0,0,0,0,0
"P62072",0,0,0,0,0,0,0,0,0,0,0,0
"P62081",0,0,0,0,0,0,0,0,0,0,0,0
"P62136",0,0,0,0,0,0,0,0,0,0,0,0
"P62158",0,0,0,0,0,0,0,0,0,0,0,0
"P62191",0,0,0,0,0,0,0,0,0,0,0,0
"P62195",0,0,0,0,0,0,0,0,0,0,0,0
"P62241",0,0,0,0,0,0,0,0,0,0,0,0
"P62244",0,0,0,0,0,0,0,0,0,0,0,0
"P62249",0,0,0,0,0,0,0,0,0,0,0,0
"P62258",0,0,0,0,1,0,0,1,0,0,0,0
"P62263",0,0,0,0,0,0,0,0,0,0,0,0
"P62266",0,0,0,0,0,0,0,0,0,0,0,0
"P62269",0,0,0,0,0,0,0,0,0,0,0,0
"P62273",0,0,0,0,0,0,0,0,0,0,0,0
"P62277",0,0,0,0,0,0,0,0,0,0,0,0
"P62280",0,0,0,0,0,0,0,0,0,0,0,0
"P62304",0,0,0,0,0,0,0,0,0,0,0,0
"P62306",0,0,0,0,0,0,0,0,0,0,0,0
"P62308",0,0,0,0,0,0,0,0,0,0,0,0
"P62310",0,0,0,0,0,0,0,0,0,0,0,0
"P62312",0,0,0,0,0,0,1,1,0,0,0,0
"P62314",0,0,0,0,0,0,0,0,0,0,0,0
"P62316",0,0,0,0,0,0,0,0,0,0,0,0
"P62318",0,0,0,0,0,0,0,0,0,0,0,0
"P62333",0,0,0,0,0,0,0,0,0,0,0,0
"P62380",0,0,0,0,0,0,0,0,0,0,0,0
"P62424",0,0,0,0,0,0,0,0,0,0,0,0
"P62487",1,1,1,1,1,1,1,1,1,1,1,1
"P62491",0,0,0,0,0,0,0,0,0,0,0,0
"P62495",0,0,0,0,0,0,0,0,0,0,0,0
"P62701",0,0,0,0,0,0,0,0,0,0,0,0
"P62714",0,0,0,0,0,0,0,0,0,0,0,0
"P62736",0,0,0,0,0,0,0,0,0,0,0,0
"P62750",0,0,0,0,0,0,0,0,0,0,0,0
"P62753",0,0,0,0,0,0,0,0,0,0,0,0
"P62760",0,0,0,0,0,0,0,0,0,0,0,0
"P62805",0,0,0,0,0,0,0,0,0,0,0,0
"P62826",0,0,0,0,0,0,0,0,0,0,0,0
"P62829",0,0,0,0,0,0,0,0,0,0,0,0
"P62834",0,0,0,0,0,0,0,0,0,0,0,0
"P62837",0,0,0,0,0,0,0,0,0,0,0,0
"P62841",0,0,0,0,0,0,0,0,0,0,0,0
"P62847",0,0,0,0,0,0,0,0,0,0,0,0
"P62851",0,0,0,0,0,0,0,0,0,0,0,0
"P62854",0,0,0,0,0,0,0,0,0,0,0,0
"P62857",0,0,0,0,0,0,0,0,0,0,0,0
"P62861",0,0,0,0,0,0,0,0,0,0,0,0
"P62873",0,0,0,0,0,0,0,0,0,0,0,0
"P62875",1,1,1,1,1,1,1,1,1,1,1,1
"P62877",1,1,1,1,1,1,1,1,1,1,1,1
"P62879",0,0,0,0,0,0,0,0,0,0,0,0
"P62888",1,1,1,1,1,1,1,1,1,1,1,1
"P62891",1,1,1,1,1,1,1,1,1,1,1,1
"P62899",0,0,0,0,0,0,0,0,0,0,0,0
"P62906",0,0,0,0,0,0,0,0,0,0,0,0
"P62910",0,0,0,0,0,0,0,0,0,0,0,0
"P62913",0,0,0,0,0,0,0,0,0,0,0,0
"P62917",0,0,0,0,0,0,0,0,0,0,0,0
"P62937",0,0,0,0,0,0,0,0,0,0,0,0
"P62942",0,0,0,0,0,0,0,0,0,0,0,0
"P62945",0,0,0,0,0,0,0,0,0,0,0,0
"P62979",0,0,0,0,0,0,0,0,0,0,0,0
"P62987",0,0,0,0,0,0,0,0,0,0,0,0
"P62993",0,1,0,1,1,1,0,1,0,0,0,0
"P62995",0,0,0,0,0,0,0,0,0,0,0,0
"P63000",0,0,0,0,0,0,0,0,0,0,0,0
"P63027",0,0,0,0,0,0,0,0,0,0,0,0
"P63092",0,0,0,0,0,0,0,0,0,0,0,0
"P63096",0,0,0,0,0,0,0,0,0,0,0,0
"P63098",0,0,0,0,0,0,0,0,0,0,0,0
"P63104",0,0,0,0,0,0,0,0,0,0,0,0
"P63151",0,0,0,0,0,0,0,0,0,0,0,0
"P63162",0,0,0,0,0,0,0,0,0,0,0,0
"P63165",0,0,0,0,0,0,0,0,0,0,0,0
"P63167",0,0,0,0,0,0,0,0,0,0,0,0
"P63172",0,0,0,0,0,0,0,0,0,0,0,0
"P63173",0,0,0,0,0,0,0,0,0,0,0,0
"P63208",1,1,1,1,1,1,1,1,1,1,1,1
"P63211",0,0,0,0,0,0,0,0,0,0,0,0
"P63215",0,0,0,0,0,0,0,0,0,0,0,0
"P63218",0,0,0,0,0,0,0,0,0,0,0,0
"P63220",0,0,0,0,0,0,0,0,0,0,0,0
"P63244",0,0,0,0,0,0,0,0,0,0,0,0
"P63261",0,0,0,0,0,0,0,0,0,0,0,0
"P63267",0,0,0,0,0,0,0,0,0,0,0,0
"P63272",0,0,0,0,0,0,0,0,0,0,0,0
"P63279",0,0,0,0,0,0,0,0,0,0,0,0
"P67775",0,0,0,0,0,0,0,0,0,0,0,0
"P67809",0,0,1,0,0,0,0,0,1,1,1,1
"P67870",0,0,0,0,0,0,0,0,0,0,0,0
"P68036",0,0,0,0,0,0,0,0,0,0,0,0
"P68104",0,0,0,0,0,0,0,0,0,0,0,0
"P68366",0,0,0,0,0,0,0,0,0,0,0,0
"P68400",0,0,0,0,0,0,0,0,0,0,0,0
"P68431",0,0,0,0,0,0,0,0,0,0,0,0
"P78318",0,0,0,0,0,0,0,0,0,0,0,0
"P78325",0,0,0,0,0,0,0,0,0,0,0,0
"P78345",0,0,0,0,0,0,0,0,0,0,0,0
"P78346",0,0,0,0,0,0,0,0,0,0,0,0
"P78347",0,0,0,0,0,0,0,0,0,0,0,0
"P78352",0,0,0,0,0,0,0,0,0,0,0,0
"P78357",0,0,0,0,0,0,0,0,0,0,0,0
"P78364",0,0,0,0,0,0,0,0,0,0,0,0
"P78371",0,0,0,0,0,0,0,0,0,0,0,0
"P78381",0,0,0,0,0,0,0,0,0,0,0,0
"P78395",0,0,0,0,0,0,0,0,0,0,0,0
"P78396",0,0,0,0,0,0,0,0,0,0,0,0
"P78508",0,0,0,0,0,0,0,0,0,0,0,0
"P78527",0,0,0,0,0,0,0,0,0,0,0,0
"P78537",0,0,0,0,0,0,0,0,0,0,0,0
"P78552",0,0,0,0,0,0,0,0,0,0,0,0
"P78560",0,0,0,0,0,0,0,0,0,0,0,0
"P80217",0,0,0,0,0,0,0,0,0,0,0,0
"P81274",0,0,0,0,0,0,0,0,0,0,0,0
"P82279",0,0,0,0,0,0,0,0,0,0,0,0
"P82650",0,0,0,0,0,0,0,0,0,0,0,0
"P82663",0,0,0,0,0,0,0,0,0,0,0,0
"P82664",0,0,0,0,0,0,0,0,0,0,0,0
"P82673",0,0,0,0,0,0,0,0,0,0,0,0
"P82675",0,0,0,0,0,0,0,0,0,0,0,0
"P82909",0,0,0,0,0,0,0,0,0,0,0,0
"P82912",0,0,0,0,0,0,0,0,0,0,0,0
"P82914",0,0,0,0,0,0,0,0,0,0,0,0
"P82921",0,0,0,0,0,0,0,0,0,0,0,0
"P82930",0,0,0,0,0,0,0,0,0,0,0,0
"P82932",0,0,0,0,0,0,0,0,0,0,0,0
"P82933",0,0,0,0,0,0,0,0,0,0,0,0
"P83111",0,0,0,0,0,0,0,0,0,0,0,0
"P83369",0,0,0,0,0,0,0,0,0,0,0,0
"P83436",0,0,0,0,0,0,0,0,0,0,0,0
"P83731",0,0,0,0,0,0,0,0,0,0,0,0
"P83876",0,0,0,0,0,0,0,0,0,0,0,0
"P83881",0,0,0,0,0,0,0,0,0,0,0,0
"P84022",0,0,0,0,0,0,0,0,0,0,0,0
"P84077",0,0,0,0,0,0,0,0,0,0,0,0
"P84090",0,0,0,0,0,0,0,0,0,0,0,0
"P84098",0,0,0,0,0,0,0,0,0,0,0,0
"P84103",0,0,0,0,0,0,0,0,0,0,0,0
"P84243",0,0,0,0,0,0,0,0,0,0,0,0
"P85298",0,0,0,0,0,0,0,0,0,0,0,0
"P98095",0,0,0,0,0,0,0,0,0,0,0,0
"P98161",0,0,0,0,0,0,0,0,0,0,0,0
"P98170",0,0,0,0,0,0,0,0,0,0,0,0
"P98172",0,0,0,0,0,0,0,0,0,0,0,0
"P98177",0,0,0,0,0,0,0,0,0,0,0,0
"P99999",0,0,0,0,0,0,0,0,0,0,0,0
"Q00013",0,0,0,0,0,0,0,0,0,0,0,0
"Q00266",0,0,0,0,0,0,0,0,0,0,0,0
"Q00325",0,0,0,0,0,0,0,0,0,0,0,0
"Q00341",0,0,0,0,0,0,0,0,0,0,0,0
"Q00403",0,0,0,0,0,0,0,0,0,0,0,0
"Q00526",0,0,0,0,0,0,0,0,0,0,0,0
"Q00534",0,0,0,0,0,0,0,0,0,0,0,0
"Q00535",0,0,0,0,0,0,0,0,0,0,0,0
"Q00597",0,0,0,0,0,0,0,0,0,0,0,0
"Q00604",0,0,0,0,0,0,0,0,0,0,0,0
"Q00610",0,0,0,0,0,0,0,0,0,0,0,0
"Q00613",0,0,0,0,0,0,0,0,0,0,0,0
"Q00653",0,0,1,0,0,0,0,0,1,1,1,1
"Q00765",0,0,0,0,0,0,0,0,0,0,0,0
"Q00839",0,0,0,0,0,0,0,0,0,0,0,0
"Q00978",0,0,0,0,0,0,0,0,0,0,0,0
"Q00987",0,0,0,0,0,0,0,0,0,0,0,0
"Q01081",0,0,0,0,0,0,0,0,0,0,0,0
"Q01094",0,0,0,0,0,0,0,0,0,0,0,0
"Q01105",0,0,0,0,0,0,0,0,0,0,0,0
"Q01130",0,0,0,0,0,0,0,0,0,0,0,0
"Q01196",0,0,0,0,0,0,0,0,0,0,0,0
"Q01201",0,0,0,0,0,0,0,0,0,0,0,0
"Q01362",0,0,0,0,0,0,0,0,0,0,0,0
"Q01518",0,0,0,0,0,0,0,0,0,0,0,0
"Q01534",0,0,0,0,0,0,0,0,0,0,0,0
"Q01543",0,0,0,0,0,0,0,0,0,0,0,0
"Q01638",0,0,0,0,0,0,0,0,0,0,0,0
"Q01658",0,0,0,0,0,0,0,0,0,0,0,0
"Q01780",0,0,0,0,0,0,0,0,0,0,0,0
"Q01844",0,0,0,0,0,0,0,0,0,0,0,0
"Q01860",0,0,0,0,0,0,0,0,0,0,0,0
"Q01955",0,0,0,0,0,0,0,0,0,0,0,0
"Q01970",0,0,0,0,0,0,0,0,0,0,0,0
"Q02078",0,0,0,0,0,0,0,0,0,0,0,0
"Q02108",0,0,0,0,0,0,0,0,0,0,0,0
"Q02153",0,0,0,0,0,0,0,0,0,0,0,0
"Q02218",0,0,0,0,0,0,0,0,0,0,0,0
"Q02241",0,0,0,0,0,0,0,0,0,0,0,0
"Q02297",0,0,0,0,0,0,0,0,0,0,0,0
"Q02410",0,0,0,0,0,0,0,0,0,0,0,0
"Q02539",0,0,0,0,0,0,0,0,0,0,0,0
"Q02543",0,0,0,0,0,0,0,0,0,0,0,0
"Q02577",0,0,0,0,0,0,0,0,0,0,0,0
"Q02750",0,0,0,0,0,0,0,0,0,0,0,0
"Q02878",0,0,0,0,0,0,0,0,0,0,0,0
"Q02880",0,0,0,0,0,0,0,0,0,0,0,0
"Q02952",0,0,0,0,0,0,0,0,0,0,0,0
"Q03111",0,0,0,0,0,0,0,0,0,0,0,0
"Q03113",0,0,0,0,0,0,0,0,0,0,0,0
"Q03135",0,0,0,0,0,0,0,0,0,0,0,0
"Q03164",0,0,0,0,0,0,0,0,0,0,0,0
"Q03188",0,0,0,0,0,0,0,0,0,0,0,0
"Q03405",0,0,0,0,0,0,0,0,0,0,0,0
"Q03431",0,0,0,0,0,0,0,0,0,0,0,0
"Q03468",0,0,0,0,0,0,0,0,0,0,0,0
"Q03518",0,0,0,0,0,0,0,0,0,0,0,0
"Q03933",0,0,0,0,0,0,0,0,0,0,0,0
"Q04206",0,0,1,0,0,0,0,0,1,1,1,1
"Q04637",0,0,0,0,0,0,0,0,0,0,0,0
"Q04721",0,0,0,0,0,0,0,0,0,0,0,0
"Q04724",0,0,0,0,0,0,0,0,0,0,0,0
"Q04725",0,0,1,0,0,0,1,1,1,1,1,1
"Q04726",0,0,0,0,0,0,0,0,0,0,0,0
"Q04727",0,0,0,0,0,0,0,0,0,0,0,0
"Q04864",0,0,0,0,0,0,0,0,0,0,0,0
"Q04917",0,0,0,0,0,0,0,0,0,0,0,0
"Q05048",0,0,0,0,0,0,0,0,0,0,0,0
"Q05086",0,0,0,0,0,0,0,0,0,0,0,0
"Q05193",0,0,0,0,0,0,0,0,0,0,0,0
"Q05195",0,0,0,0,0,0,0,0,0,0,0,0
"Q05397",0,0,0,0,0,0,0,0,0,0,0,0
"Q05513",0,0,0,0,0,0,0,0,0,0,0,0
"Q05519",0,0,0,0,0,0,0,0,0,0,0,0
"Q05586",0,0,0,0,0,0,0,0,0,0,0,0
"Q05655",0,0,0,0,0,0,0,0,0,0,0,0
"Q06124",0,0,0,0,0,0,0,0,0,0,0,0
"Q06187",0,0,0,0,0,0,0,0,0,0,0,0
"Q06190",0,0,0,0,0,0,0,0,0,0,0,0
"Q06265",0,0,0,0,0,0,0,0,0,0,0,0
"Q06323",0,0,0,0,0,0,0,0,0,0,0,0
"Q06330",0,1,0,1,1,1,0,1,0,0,0,0
"Q06495",0,0,0,0,0,0,0,0,0,0,0,0
"Q06587",0,0,0,0,0,0,0,0,0,0,0,0
"Q06609",0,0,0,0,0,0,0,0,0,0,0,0
"Q06643",0,0,0,0,0,0,0,0,0,0,0,0
"Q06830",1,1,1,1,1,1,1,1,1,1,0,1
"Q06945",0,0,0,0,0,0,0,0,0,0,0,0
"Q07020",0,0,0,0,0,0,0,0,0,0,0,0
"Q07021",0,0,0,0,0,0,0,0,0,0,0,0
"Q07157",0,0,0,0,0,0,0,0,0,0,0,0
"Q07343",0,0,0,0,0,0,0,0,0,0,0,0
"Q07352",0,0,0,0,0,0,0,0,0,0,0,0
"Q07617",0,0,0,0,0,0,0,0,0,0,0,0
"Q07666",0,0,0,0,0,0,0,0,0,0,0,0
"Q07812",0,0,0,0,0,0,0,0,0,0,0,0
"Q07817",0,0,0,0,0,0,0,0,0,0,0,0
"Q07820",0,0,0,0,0,0,0,0,0,0,0,0
"Q07864",0,0,0,0,0,0,0,0,0,0,0,0
"Q07866",0,0,0,0,0,0,0,0,0,0,0,0
"Q07889",0,1,0,1,1,1,0,1,0,0,0,0
"Q07912",0,0,0,0,0,0,0,0,0,0,0,0
"Q07954",0,0,0,0,0,0,0,0,0,0,0,0
"Q07955",0,0,0,0,0,0,0,0,0,0,0,0
"Q08050",0,0,0,0,0,0,0,0,0,0,0,0
"Q08170",0,0,0,0,0,0,0,0,0,0,0,0
"Q08209",0,0,0,0,0,0,0,0,0,0,0,0
"Q08211",0,0,0,0,0,0,0,0,0,0,0,0
"Q08334",0,0,0,0,0,0,0,0,0,0,0,0
"Q08345",0,0,0,0,0,0,0,0,0,0,0,0
"Q08379",0,0,0,0,0,0,0,0,0,0,0,0
"Q08431",0,0,0,0,0,0,0,0,0,0,0,0
"Q08495",0,0,0,0,0,0,0,0,0,0,0,0
"Q08499",0,0,0,0,0,0,0,0,0,0,0,0
"Q08722",0,0,0,0,0,0,0,0,0,0,0,0
"Q08881",0,0,0,0,0,0,0,0,0,0,0,0
"Q08945",0,0,0,0,0,0,0,0,0,0,0,0
"Q08999",0,0,0,0,0,0,0,0,0,0,0,0
"Q09028",0,0,0,0,0,0,0,0,0,0,0,0
"Q09161",0,0,0,0,0,0,0,0,0,0,0,0
"Q09328",0,0,0,0,0,0,0,0,0,0,0,0
"Q09470",0,0,0,0,0,0,0,0,0,0,0,0
"Q09472",0,0,0,0,0,0,0,0,0,0,0,0
"Q09666",0,0,0,0,0,0,0,0,0,0,0,0
"Q0PNE2",0,0,0,0,0,0,0,0,0,0,0,0
"Q0VAK7",0,0,0,0,0,0,0,0,0,0,0,0
"Q0VG06",0,0,0,0,0,0,0,0,0,0,0,0
"Q0VGL1",0,0,0,0,0,0,0,0,0,0,0,0
"Q10469",0,0,0,0,0,0,0,0,0,0,0,0
"Q10567",0,0,0,0,0,0,0,0,0,0,0,0
"Q10570",0,0,0,0,0,0,0,0,0,0,0,0
"Q12768",0,0,1,0,0,0,1,1,1,1,1,1
"Q12769",0,0,0,0,0,0,0,0,0,0,0,0
"Q12770",0,0,0,0,0,0,0,0,0,0,0,0
"Q12772",0,0,0,0,0,0,0,0,0,0,0,0
"Q12778",0,0,0,0,0,0,0,0,0,0,0,0
"Q12788",0,0,0,0,0,0,0,0,0,0,0,0
"Q12789",0,0,0,0,0,0,0,0,0,0,0,0
"Q12791",0,0,0,0,0,0,0,0,0,0,0,0
"Q12802",0,0,0,0,0,0,0,0,0,0,0,0
"Q12809",0,0,0,0,0,0,0,0,0,0,0,0
"Q12824",0,0,0,0,0,0,0,0,0,0,0,0
"Q12830",0,0,0,0,0,0,0,0,0,0,0,0
"Q12834",0,0,0,0,0,0,0,0,0,0,0,0
"Q12840",0,0,0,0,0,0,0,0,0,0,0,0
"Q12846",0,0,0,0,0,0,0,0,0,0,0,0
"Q12849",0,0,0,0,0,0,0,0,0,0,0,0
"Q12873",0,0,0,0,0,0,0,0,0,0,0,0
"Q12874",0,0,0,0,0,0,0,0,0,0,0,0
"Q12879",0,0,0,0,0,0,0,0,0,0,0,0
"Q12888",0,0,0,0,0,0,0,0,0,0,0,0
"Q12904",1,1,0,1,1,1,0,0,1,1,1,1
"Q12905",0,0,0,0,0,0,0,0,0,0,0,0
"Q12906",0,0,0,0,0,0,0,0,0,0,0,0
"Q12929",0,0,0,0,0,0,0,0,0,0,0,0
"Q12931",0,0,0,0,0,0,0,0,0,0,0,0
"Q12933",0,0,0,0,0,0,0,0,0,0,0,0
"Q12955",0,0,0,0,0,0,0,0,0,0,0,0
"Q12959",0,0,0,0,0,0,0,0,0,0,0,0
"Q12962",0,0,0,0,0,0,0,0,0,0,0,0
"Q12965",0,0,0,0,0,0,0,0,0,0,0,0
"Q12980",0,0,0,0,0,0,0,0,0,0,0,0
"Q12982",0,0,0,0,0,0,0,0,0,0,0,0
"Q12996",0,0,0,0,0,0,0,0,0,0,0,0
"Q13009",0,0,0,0,0,0,0,0,0,0,0,0
"Q13033",0,0,0,0,0,0,0,0,0,0,0,0
"Q13042",0,0,0,0,0,0,0,0,0,0,0,0
"Q13043",0,0,0,0,0,0,0,0,0,0,0,0
"Q13049",0,0,0,0,0,0,0,0,0,0,0,0
"Q13075",0,0,0,0,0,0,0,0,0,0,0,0
"Q13084",0,0,0,0,0,0,0,0,0,0,0,0
"Q13094",0,0,0,0,0,0,0,0,0,0,0,0
"Q13098",1,1,1,1,1,1,1,1,1,1,1,1
"Q13099",0,0,0,0,0,0,0,0,0,0,0,0
"Q13105",0,0,0,0,0,0,0,0,0,0,0,0
"Q13111",0,0,0,0,0,0,0,0,0,0,0,0
"Q13112",0,0,0,0,0,0,0,0,0,0,0,0
"Q13114",0,0,0,0,0,0,0,0,0,0,0,0
"Q13118",0,0,0,0,0,0,0,0,0,0,0,0
"Q13123",0,0,0,0,0,0,0,0,0,0,0,0
"Q13127",0,0,0,0,0,0,0,0,0,0,0,0
"Q13131",0,0,0,0,0,0,0,0,0,0,0,0
"Q13144",0,0,0,0,0,0,0,0,0,0,0,0
"Q13148",0,0,0,0,0,0,0,0,0,0,0,0
"Q13153",0,0,0,0,0,0,0,0,0,0,0,0
"Q13155",0,0,0,0,0,0,0,0,0,0,0,0
"Q13158",0,0,0,0,0,0,0,0,0,0,0,0
"Q13163",0,0,0,0,0,0,0,0,0,0,0,0
"Q13185",0,0,0,0,0,0,0,0,0,0,0,0
"Q13188",0,0,0,0,0,0,0,0,0,0,0,0
"Q13191",0,0,0,0,0,0,0,0,0,0,0,0
"Q13200",0,0,0,0,0,0,0,0,0,0,0,0
"Q13216",0,0,0,0,0,0,0,0,0,0,0,0
"Q13217",0,0,0,0,0,0,0,0,0,0,0,0
"Q13219",0,0,0,0,0,0,0,0,0,0,0,0
"Q13227",0,0,0,0,0,0,0,0,0,0,0,0
"Q13228",0,0,0,0,0,0,0,0,0,0,0,0
"Q13242",0,0,0,0,0,0,0,0,0,0,0,0
"Q13243",0,0,0,0,0,0,0,0,0,0,0,0
"Q13247",0,0,0,0,0,0,0,0,0,0,0,0
"Q13255",0,0,0,0,0,0,0,0,0,0,0,0
"Q13257",0,0,0,0,0,0,0,0,0,0,0,0
"Q13263",0,0,0,0,0,0,0,0,0,0,0,0
"Q13277",0,0,0,0,0,0,0,0,0,0,0,0
"Q13283",0,0,0,0,0,0,0,0,0,0,0,0
"Q13285",0,0,0,0,0,0,0,0,0,0,0,0
"Q13287",0,0,0,0,0,0,0,0,0,0,0,0
"Q13303",0,0,0,0,0,0,0,0,0,0,0,0
"Q13309",1,1,0,1,1,1,0,0,1,1,1,1
"Q13315",0,0,0,0,0,0,0,0,0,0,0,0
"Q13326",0,0,0,0,0,0,0,0,0,0,0,0
"Q13330",0,0,0,0,0,0,0,0,0,0,0,0
"Q13347",0,0,0,0,0,0,0,0,0,0,0,0
"Q13352",0,0,0,0,0,0,0,0,0,0,0,0
"Q13356",0,0,0,0,0,0,0,0,0,0,0,0
"Q13363",0,0,0,0,0,0,0,0,0,0,0,0
"Q13367",0,0,0,0,0,0,0,0,0,0,0,0
"Q13368",0,0,0,0,0,0,0,0,0,0,0,0
"Q13371",0,0,0,0,0,0,0,0,0,0,0,0
"Q13387",0,0,0,0,0,0,0,0,0,0,0,0
"Q13393",0,0,0,0,0,0,0,0,0,0,0,0
"Q13402",0,0,0,0,0,0,0,0,0,0,0,0
"Q13404",0,0,0,0,0,0,0,0,0,0,0,0
"Q13405",0,0,0,0,0,0,0,0,0,0,0,0
"Q13415",0,0,0,0,0,0,0,0,0,0,0,0
"Q13416",0,0,0,0,0,0,0,0,0,0,0,0
"Q13418",0,0,0,0,0,0,0,0,0,0,0,0
"Q13426",0,0,0,0,0,0,0,0,0,0,0,0
"Q13428",0,0,0,0,0,0,0,0,0,0,0,0
"Q13435",0,0,0,0,0,0,0,0,0,0,0,0
"Q13438",0,0,0,0,0,0,0,0,0,0,0,0
"Q13443",0,0,0,0,0,0,0,0,0,0,0,0
"Q13444",0,0,0,0,0,0,0,0,0,0,0,0
"Q13451",0,0,0,0,0,0,0,0,0,0,0,0
"Q13454",0,0,0,0,0,0,0,0,0,0,0,0
"Q13464",0,0,0,0,0,0,0,0,0,0,0,0
"Q13467",0,0,0,0,0,0,0,0,0,0,0,0
"Q13469",0,0,0,0,0,0,0,0,0,0,0,0
"Q13472",1,1,1,1,1,1,1,1,1,1,1,1
"Q13480",0,0,0,0,0,0,0,0,0,0,0,0
"Q13485",1,1,0,1,1,1,0,0,1,1,1,1
"Q13487",1,1,1,1,1,1,1,1,1,1,1,1
"Q13489",0,0,0,0,0,0,0,0,0,0,0,0
"Q13490",0,0,0,0,0,0,0,0,0,0,0,0
"Q13501",0,0,0,0,0,0,0,0,0,0,0,0
"Q13503",0,0,0,0,0,0,0,0,0,0,0,0
"Q13505",0,0,0,0,0,0,0,0,0,0,0,0
"Q13507",0,0,0,0,0,0,0,0,0,0,0,0
"Q13509",0,0,0,0,0,0,0,0,0,0,0,0
"Q13510",0,0,0,0,0,0,0,0,0,0,0,0
"Q13523",0,0,0,0,0,0,0,0,0,0,0,0
"Q13526",0,0,0,0,0,0,0,0,0,0,0,0
"Q13535",0,0,0,0,0,0,0,0,0,0,0,0
"Q13546",0,0,0,0,0,0,0,0,0,0,0,0
"Q13547",0,0,0,0,0,0,0,0,0,0,0,0
"Q13557",0,0,0,0,0,0,0,0,0,0,0,0
"Q13562",0,0,0,0,0,0,0,0,0,0,0,0
"Q13563",0,0,0,0,0,0,0,0,0,0,0,0
"Q13564",0,0,1,0,0,0,0,0,1,1,1,1
"Q13573",0,0,0,0,0,0,0,0,0,0,0,0
"Q13574",0,0,0,0,0,0,0,0,0,0,0,0
"Q13576",0,0,0,0,0,0,0,0,0,0,0,0
"Q13586",0,0,0,0,0,0,0,0,0,0,0,0
"Q13596",0,0,0,0,0,0,0,0,0,0,0,0
"Q13608",0,0,0,0,0,0,0,0,0,0,0,0
"Q13610",0,0,0,0,0,0,0,0,0,0,0,0
"Q13616",1,1,1,1,1,1,1,1,1,1,1,1
"Q13617",0,0,0,0,0,0,0,0,0,0,0,0
"Q13618",0,0,0,0,0,0,0,0,0,0,0,0
"Q13619",1,1,1,1,1,1,1,1,1,1,1,1
"Q13620",0,0,0,0,0,0,0,0,0,0,0,0
"Q13635",0,0,0,0,0,0,0,0,0,0,0,0
"Q13642",0,0,0,0,0,0,0,0,0,0,0,0
"Q13643",0,0,0,0,0,0,0,0,0,0,0,0
"Q13651",0,0,0,0,0,0,0,0,0,0,0,0
"Q13671",0,0,0,0,0,0,0,0,0,0,0,0
"Q13683",1,1,1,1,1,1,1,1,1,1,1,1
"Q13745",0,1,0,1,1,1,0,1,0,0,0,0
"Q13769",0,0,0,0,0,0,0,0,0,0,0,0
"Q13791",0,0,0,0,0,0,0,0,0,0,0,0
"Q13797",0,0,0,0,0,0,0,0,0,0,0,0
"Q13813",0,0,0,0,0,0,0,0,0,0,0,0
"Q13835",0,0,0,0,0,0,0,0,0,0,0,0
"Q13838",0,0,0,0,0,0,0,0,0,0,0,0
"Q13868",0,0,0,0,0,0,0,0,0,0,0,0
"Q13888",1,1,1,1,1,1,1,1,1,1,1,1
"Q13889",1,1,1,1,1,1,1,1,1,1,1,1
"Q13901",0,0,0,0,0,0,0,0,0,0,0,0
"Q13905",0,0,0,0,0,0,0,0,0,0,0,0
"Q13950",0,0,0,0,0,0,0,0,0,0,0,0
"Q13951",0,0,0,0,0,0,0,0,0,0,0,0
"Q13952",0,0,0,0,0,0,0,0,0,0,0,0
"Q14008",0,0,0,0,0,0,0,0,0,0,0,0
