CORUM human complex
O60244;O75448;O75586;P24863;P49336;Q13503;Q15648;Q9Y3C7
O60244;O75586;P24863;P49336;Q13503;Q9BTT4;Q9ULK4
A0JLT2;O43513;O60244;O75448;O75586;O95402;P24863;P49336;Q13503;Q15528;Q15648;Q6P2C8;Q71F56;Q71SY5;Q93074;Q96G25;Q96HR3;Q96RN5;Q9BTT4;Q9BUE0;Q9BWU1;Q9H204;Q9H944;Q9NPJ6;Q9NVC6;Q9NWA0;Q9NX70;Q9P086;Q9UHV7;Q9ULK4;Q9Y2X0;Q9Y3C7
O43513;O60244;O75448;O75586;O95402;Q15648;Q71SY5;Q93074;Q96G25;Q96RN5;Q9NPJ6;Q9NVC6;Q9UHV7;Q9UKU7;Q9ULK4
O60264;Q9NRF9;Q9NRG0;Q9NRL2
O60264;Q9UIG0
O14497;O96019;P38398;P51531;P51532;Q12824;Q8TAQ2;Q92922;Q92925;Q969G3
P38398;Q99708;Q9GZX5
Q92902;Q9NQG7
P38398;Q9BX63
P06493;P14635;Q15311
O15287;O15360;P15927;P27694;P35244;P40692;P54132;Q00597;Q13472;Q9H9A7;Q9HB96;Q9NPI8;Q9NW38
O15287;O15360;Q00597;Q0VG06;Q8NB91;Q9H9A7;Q9HB96;Q9NPI8;Q9NW38
P40692;P54132;Q13472;Q9H9A7
O95782;P14635;P49757;Q15311;Q9Y6I3
O15287;O15360;P15927;P27694;P35244;P54132;Q00597;Q13472;Q9HB96;Q9NPI8;Q9NW38
O15315;O43502;O43543;O75771
O43502;O43542
O43502;O43542
Q9BWT6;Q9P2W1
O15315;O43502
O15315;O43502;O43543;O75771
O43502;O43542
O15315;O43502
O15315;O43502;O43542;O43543;O75771
O43543;O75771
P49959;Q92878
P49959;Q92878
Q13535;Q8WXE1
O75943;P35249;P35250;P40937;P40938
O60671;O60921;Q99638
O60671;O60921;O75943;P35249;P35250;P40937;P40938;Q99638
O75943;P35249;P35250;P40937;P40938
O60671;O60921;Q99638
O60671;O60921;O75943;P35249;P35250;P40937;P40938;Q99638
O60671;O60921;Q99638
O60671;O60921;Q99638
P35249;P35250;P35251;P40937;P40938
P35249;P35250;P40937
P35249;P35250;P35251;P40937;P40938
P04406;P09429;P11142;P26583;P30101
P18615;Q8IXH7;Q8WX92;Q9H3P2
O60216;O60264;O94776;O95983;Q09028;Q12873;Q13330;Q13547;Q14683;Q16576;Q8N3U4;Q8WVM7;Q92769;Q9NRL2;Q9UBB5;Q9UQE7
O00422;O75446;Q09028;Q13547;Q16576;Q92769;Q96ST3
O43513;O60244;O75448;O75586;O95402;Q13503;Q15648;Q71SY5;Q96RN5;Q9NVC6;Q9ULK4
P12004;P40692;P54277
P12004;P43246;P52701
O43513;O60244;O75448;O75586;P24863;P49336;Q13503;Q15648;Q71SY5;Q93074;Q96RN5;Q9NVC6;Q9UHV7;Q9ULK4
O43513;O60244;O75448;O75586;O95402;P24863;P49336;Q13503;Q15648;Q71SY5;Q93074;Q96RN5;Q9NVC6;Q9UHV7;Q9ULK4
P12004;P43246;P52701
P12004;P40692;P43246;P54278
P40692;P43246;P54278
P40692;P54278
P12004;P28340;P49005;Q15054;Q9HCU8
P27695;P40763;Q16665;Q99966
Q14653;Q99966
O43513;O60244;O75448;O75586;Q13503;Q6P2C8;Q9BTT4;Q9H944;Q9NVC6;Q9Y2W1;Q9Y2X0;Q9Y3C7
O43513;O60244;O75448;O75586;P24863;P49336;Q13503;Q15648;Q6P2C8;Q93074;Q9BTT4;Q9H944;Q9NVC6;Q9UHV7;Q9Y2W1;Q9Y2X0;Q9Y3C7
O96019;P15923;Q53TQ3;Q6P4R8;Q6PI98;Q8NBZ0;Q96EZ8;Q9C086;Q9H981;Q9H9F9;Q9ULG1;Q9Y230;Q9Y265
O43257;O95619;O96019;P0C0S5;Q15906;Q6ZRS2;Q96CJ1;Q9GZN1;Q9Y230;Q9Y265
P08708;P08865;P15880;P22090;P23396;P25398;P39019;P42677;P46781;P46782;P46783;P60866;P61247;P62081;P62241;P62244;P62249;P62263;P62266;P62269;P62273;P62277;P62280;P62701;P62753;P62841;P62847;P62851;P62854;P62857;P62861;P62979;P63220
P05386;P05387;P05388;P08708;P08865;P15880;P18077;P18124;P18621;P22090;P23396;P25398;P26373;P27635;P30050;P32969;P35268;P36578;P39019;P39023;P40429;P42677;P42766;P46776;P46777;P46778;P46779;P46781;P46782;P46783;P47914;P49207;P50914;P60866;P61247;P61254;P61313;P61353;P61513;P61927;P62081;P62241;P62244;P62249;P62263;P62266;P62269;P62273;P62277;P62280;P62424;P62701;P62750;P62753;P62829;P62841;P62847;P62851;P62854;P62857;P62861;P62888;P62891;P62899;P62906;P62910;P62913;P62917;P62945;P62979;P62987;P63173;P63220;P83731;P83881;P84098;Q02543;Q02878;Q07020;Q9Y3U8
P05386;P05387;P05388;P18077;P18124;P18621;P26373;P27635;P30050;P32969;P35268;P36578;P39023;P40429;P42766;P46776;P46777;P46778;P46779;P47914;P49207;P50914;P61254;P61313;P61353;P61513;P61927;P62424;P62750;P62829;P62888;P62891;P62899;P62906;P62910;P62913;P62917;P62945;P62987;P63173;P83731;P83881;P84098;Q02543;Q02878;Q07020;Q9Y3U8
O95067;P06493;P12004;P14635;P24385;P38936
P12004;P24385;P24941;P38936
P11802;P12004;P24385;P38936
P12004;P24385;P30281;P38936;Q00535
P12004;P38936
O15235;O60783;P51398;P82650;P82663;P82664;P82673;P82675;P82909;P82912;P82914;P82921;P82930;P82932;P82933;Q92552;Q92665;Q96EL2;Q9BYN8;Q9NP92;Q9NVS2;Q9Y291;Q9Y2Q9;Q9Y2R5;Q9Y2R9;Q9Y399;Q9Y3D3;Q9Y3D5;Q9Y3D9;Q9Y676
O15235;O60783;O75394;P09001;P49406;P51398;P52815;P82650;P82663;P82664;P82673;P82675;P82909;P82912;P82914;P82921;P82930;P82932;P82933;P83111;Q13084;Q13405;Q16540;Q4U2R6;Q5T653;Q6P161;Q6P1L8;Q7Z2W9;Q7Z7F7;Q7Z7H8;Q86TS9;Q8IXM3;Q8N5N7;Q8N983;Q8TCC3;Q92552;Q92665;Q96A35;Q96DV4;Q96EL2;Q96EL3;Q96GC5;Q9BQ48;Q9BRJ2;Q9BYC8;Q9BYC9;Q9BYD1;Q9BYD2;Q9BYD3;Q9BYD6;Q9BYN8;Q9BZE1;Q9H0U6;Q9H2W6;Q9H9J2;Q9HD33;Q9NP92;Q9NQ50;Q9NRX2;Q9NVS2;Q9NWU5;Q9NX20;Q9NYK5;Q9NZE8;Q9P015;Q9P0J6;Q9P0M9;Q9Y291;Q9Y2Q9;Q9Y2R5;Q9Y2R9;Q9Y399;Q9Y3B7;Q9Y3D3;Q9Y3D5;Q9Y3D9;Q9Y676;Q9Y6G3
P12956;P13010;P78527
O75394;P09001;P49406;P52815;P83111;Q13084;Q13405;Q16540;Q4U2R6;Q5T653;Q6P161;Q6P1L8;Q7Z2W9;Q7Z7F7;Q7Z7H8;Q86TS9;Q8IXM3;Q8N5N7;Q8N983;Q8TCC3;Q96A35;Q96DV4;Q96EL3;Q96GC5;Q9BQ48;Q9BRJ2;Q9BYC8;Q9BYC9;Q9BYD1;Q9BYD2;Q9BYD3;Q9BYD6;Q9BZE1;Q9H0U6;Q9H2W6;Q9H9J2;Q9HD33;Q9NQ50;Q9NRX2;Q9NWU5;Q9NX20;Q9NYK5;Q9NZE8;Q9P015;Q9P0J6;Q9P0M9;Q9Y3B7;Q9Y6G3
P12956;P13010
P23246;Q15233
O60934;P49959;Q92878
P23246;P43243;Q15233
P49917;Q09666;Q13426
P08708;P08865;P15880;P23396;P25398;P39019;P46781;P46782;P46783;P60866;P61247;P62081;P62241;P62244;P62249;P62263;P62266;P62269;P62273;P62277;P62280;P62701;P62753;P62841;P62847;P62851;P62854;P62857;P62861;P62979;P63220
Q13326;Q14714;Q16585;Q16586;Q92629
P49917;Q13426
P49917;Q13426
P49917;Q13426
P49917;Q13426;Q96T60
O00425;O00571;O14776;O15042;O15355;O43143;O43172;O43290;O43395;O43447;O43660;O43670;O43719;O43809;O60231;O60306;O60508;O75400;O75533;O75643;O75934;O75937;O75940;O94906;O95232;O95391;O95400;O95926;P08579;P08621;P09012;P09234;P09661;P11940;P14678;P17844;P26368;P38919;P41223;P42285;P49756;P52298;P55081;P55769;P61326;P62304;P62306;P62308;P62310;P62312;P62314;P62316;P62318;P62995;P83876;P84103;Q01081;Q01130;Q05519;Q07955;Q08170;Q08211;Q09161;Q12874;Q13123;Q13242;Q13243;Q13247;Q13356;Q13435;Q13523;Q13573;Q13769;Q13838;Q14011;Q14498;Q14562;Q15007;Q15029;Q15287;Q15393;Q15427;Q15428;Q15459;Q15637;Q16629;Q16630;Q2TAY7;Q4ZG51;Q53GS9;Q69YN4;Q6I9Y2;Q6P2Q9;Q7L014;Q86V81;Q86W42;Q8IYB3;Q8NI27;Q8WUQ7;Q8WVK2;Q8WWY3;Q8WYA6;Q92620;Q92841;Q96BP3;Q96DF8;Q96DI7;Q96FV9;Q96I25;Q96J01;Q96T37;Q96T58;Q99459;Q99633;Q9BQ61;Q9BRD0;Q9BUQ8;Q9BXP5;Q9BZJ0;Q9H2H8;Q9HCE1;Q9HCG8;Q9HCS7;Q9NW64;Q9NYV4;Q9P013;Q9UBB9;Q9UHX1;Q9UJV9;Q9UK45;Q9UKV3;Q9ULR0;Q9UMS4;Q9UNP9;Q9UQ35;Q9Y2W2;Q9Y333;Q9Y3B4;Q9Y3C6;Q9Y4Z0;Q9Y5B6;Q9Y5S9;Q9Y6A4
P49917;Q13426
O95347;P49917;Q9NTJ3
P49917;Q13426
P12956;P13010;P78527
P12956;P13010;P78527
P12956;P13010;P78527
P49917;Q13426;Q9H9Q4
P78527;Q96SD1
P78527;Q96SD1
P06746;P18887;P49916;Q96T60
P18887;P49916
P18887;P49916
P07992;P43246;Q92889
P40692;P43246;P52701;P54278
P40692;P43246;P52701;P54277
P43246;P52701
P20585;P43246
P12004;P40692;P43246;P52701;P54278
P12004;P43246;P52701
P20585;P43246
P40692;P54278
P40692;P54277
Q5XPI4;Q9BSL1
P25205;P33991;P33992;P33993;P49736;Q14566
O43913;O43929;Q13415;Q13416;Q9UBD5;Q9Y5N6
P63208;Q13616;Q9UKT8
P62877;Q13619;Q16531
P53597;Q96I99
P53597;Q9P2R7
O75874
P33402;Q02153
Q02108;Q02153
P40692;P54278;Q9UQ84
P49354;P49356
P56539;Q14118
P40692;P54278;Q9UQ84
P12004;P40692;Q9UQ84
O15457;O43196;Q13227
Q16819;Q16820
O96007;O96033
Q8NEB9;Q99570
O43143;O75533;P14678;P62304;P62306;P62308;P62314;P62316;P62318;P67809;Q13435;Q15393;Q15427;Q15696;Q16560;Q6IEG0;Q6P2Q9;Q8N8D1;Q8TBF4;Q96LT9;Q9BV90;Q9BWJ5;Q9UDW3;Q9Y3B4
P40692;P43246;P52701;P54278
P0DMV8;P29475;Q9UNE7
O60934;P35249;P35250;P35251;P38398;P40692;P43246;P49959;P52701;P54132;Q13315;Q92878
P35249;P35250;P35251;P38398;P40692;P43246;P52701;P54132
P35249;P35250;P35251;P38398;P40692;Q13315
P38398;P52701;Q92878
O75486;O75528;O75529;P38398;P43246;P52701;Q12962;Q16594;Q92830;Q9Y4A5
O60244;O75448;P03372;Q15648;Q92830;Q93074;Q9NVC6;Q9UHV7;Q9ULK4;Q9Y2X0;Q9Y4A5
O14867;O15198;O95452;P17980;P19447;P50539;Q13118;Q15582
O00268;O15265;O75486;O75528;O75529;P49848;Q12962;Q15393;Q15542;Q15545;Q16514;Q16594;Q6P1X5;Q92830;Q9Y4A5;Q9Y6J9
O00268;O15265;O75486;O75528;O75529;P49848;Q12962;Q15393;Q15542;Q15545;Q16514;Q16594;Q6P1X5;Q92830;Q9Y4A5;Q9Y6J9
O00268;O15265;O75486;O75528;O75529;P49848;Q12962;Q15393;Q15542;Q15545;Q16514;Q16594;Q6P1X5;Q92830;Q9Y4A5;Q9Y6J9
P82279;Q8N3R9;Q8NI35
P82279;Q8N3R9;Q96JB8
O00268;O15265;O75486;O75528;O75529;P49848;Q12962;Q15393;Q15542;Q15545;Q16514;Q16594;Q6P1X5;Q92830;Q9Y4A5;Q9Y6J9
O00268;P20226;P21675;P49848;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594
P49768;Q92542;Q96BI3;Q9NZ42
P49810;Q8WW43;Q92542;Q9NZ42
P49810;Q92542;Q96BI3;Q9NZ42
O00268;P20226;P21675;P49848;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q6P1X5
O00268;O15265;O75486;O75528;O75529;P49848;Q12962;Q15393;Q15542;Q15543;Q15545;Q16514;Q16594;Q6P1X5;Q92830;Q9Y4A5;Q9Y6J9
O75478;O75486;O75528;O75529;Q12962;Q16514;Q16594;Q92831;Q9Y4A5;Q9Y6J9
P07237;P13674
P07237;Q7Z4N8
O75486;O75528;O75529;O94864;Q12962;Q15393;Q16514;Q16594;Q92830;Q96BN2;Q9Y4A5;Q9Y6J9
O15265;O75486;O75528;O75529;O94864;Q12962;Q15393;Q16514;Q16594;Q92830;Q96BN2;Q9Y4A5;Q9Y6J9
O75478;O75486;O75528;O75529;Q12962;Q16514;Q16594;Q92831;Q9Y4A5;Q9Y6J9
O75486;Q16594;Q92830
O00268;P20226;P21675;P49848;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594
O00268;P20226;P21675;P49848;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q92750
O43516;P19105;P35579;P42768;P60660;P62736
P52655;P52657
P52655;P52657
O00268;P20226;P21675;P49848;P52655;P52657;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q5VWG9;Q6P1X5
O00268;P20226;P21675;P49848;P52655;P52657;Q00403;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q5VWG9;Q6P1X5
O00268;Q16514
O00268;P20226;P21675;P49848;Q12962;Q15542;Q15544;Q15545;Q16514;Q16594
O00268;P20226;P21675;P49848;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q92804
O00268;O15265;O75486;O75528;O75529;P49848;Q12962;Q15393;Q15542;Q15545;Q16514;Q16594;Q6P1X5;Q92830;Q9HBM6;Q9Y4A5;Q9Y6J9
O00268;P20226;P21675;P49848;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q9HBM6
P13861;P24588;Q08209
P17612;Q02952;Q08499
P31323;Q92667;Q99417
P13861;P17612;P51787;P62136;Q99996
P12830;P35222;P98161
P12830;P35222;P98161;Q14254
O96019;Q92993;Q9Y230;Q9Y265;Q9Y4A5
Q13507;Q9UBN4
O95619;O96019;Q15014;Q92993;Q96L91;Q9H0E9;Q9H2F5;Q9HAF1;Q9NPF5;Q9NV56;Q9NXR8;Q9UBU8;Q9Y230;Q9Y265;Q9Y4A5
O95619;O96019;Q15014;Q15906;Q92993;Q96L91;Q9H0E9;Q9H2F5;Q9HAF1;Q9NPF5;Q9NV56;Q9NXR8;Q9UBU8;Q9Y230;Q9Y265;Q9Y4A5
P07992;P23025;Q92889
O00566;Q96G21;Q9NV31
O60244;O75448;O75586;P10827;P24863;Q13503;Q15648;Q6P2C8;Q93074;Q9BTT4;Q9NPJ6;Q9NVC6;Q9UHV7;Q9Y2W1;Q9Y2X0;Q9Y3C7
P48995;Q13507;Q9HCX4
P05019;P17936;P35858
O60244;O75448;O75586;P24863;P49336;Q13503;Q15648;Q6P2C8;Q93074;Q9NPJ6;Q9NVC6;Q9UHV7;Q9Y2W1;Q9Y2X0
O43513;O60244;O75448;O75586;O95402;P11473;P28702;Q15648;Q93074;Q9NPJ6;Q9NVC6;Q9UHV7;Q9ULK4;Q9Y2X0
O43513;O60244;O75448;O75586;O95402;P11473;P28702;Q15648;Q93074;Q9NPJ6;Q9NVC6;Q9UHV7;Q9ULK4;Q9Y2X0
P29474;Q03135;Q8IVI9
P04053;P62805;P68431;Q16777;Q16778;Q5QJE6
P01574;P17181;P48551
P48995;P61586;Q14643
O96019;P51532;Q12824;Q68CP9;Q86U86;Q8TAQ2;Q92922;Q92925;Q969G3;Q96GM5
O14497;O96019;P51532;Q12824;Q8TAQ2;Q92922;Q92925;Q969G3;Q96GM5
O96019;P51532;Q12824;Q68CP9;Q86U86;Q8TAQ2;Q92922;Q969G3;Q96GM5
P29992;P48995;Q03135;Q14573
Q96QT4;Q9BX84
P26196;Q6P2E9;Q8IU60;Q96F86;Q9NPI6
O15116;P62310;P62312;Q9UK45;Q9Y333;Q9Y4Y9;Q9Y4Z0
O95777;P62310;P62312;Q9UK45;Q9Y333;Q9Y4Y9;Q9Y4Z0
O75947;O75964;P00846;P03928;P05496;P06576;P18859;P24539;P25705;P30049;P36542;P48047;P56134;P56381;P56385;Q9UII2
O14497;O96019;P51531;Q12824;Q8TAQ2;Q92922;Q969G3;Q96GM5
O96019;P51532;Q12824;Q68CP9;Q86U86;Q8TAQ2;Q92922;Q969G3;Q96GM5
O14497;O96019;P51532;P60709;Q12824;Q8TAQ2;Q92922;Q969G3;Q96GM5
O14497;P51532;Q09472;Q12824;Q8TAQ2;Q92793;Q92922
O14497;Q09472;Q92793
P19838;P41279;Q8NFZ5
P04637;Q14192;Q9H2X6
O95983;P41182;Q13547;Q14839;Q9BTC8
O95983;Q09028;Q13330;Q14839;Q16576;Q6IT96;Q92769;Q9BTC8
O75446;Q09028;Q13547;Q16576;Q4LE39;Q92769;Q96ST3;Q9H0E3
O75446;Q09028;Q13547;Q16576;Q4LE39;Q92769;Q96ST3;Q9H0E3;Q9H7L9
Q8N608;Q9NZV8
O75446;Q09028;Q13547;Q16576;Q4LE39;Q92769;Q96ST3
O14925;O43615;O60830;Q99595
Q7Z3B3;Q8N5Y2;Q9H7Z6;Q9HCI7
P0CG13;Q8WVB6;Q9BVC3
P0CG13;P40938;Q8WVB6;Q9BVC3
O60341;Q09028;Q12873;Q13330;Q13547;Q14839;Q92769
P63208;Q13309;Q13616
O14936;Q02410;Q9NUP9
O60934;P49959;Q92878
O60934;P49959;Q15554;Q92878
O60341;O75362;Q13547;Q92769;Q96BD5;Q9P0W2;Q9UKL0
P40337;Q13617;Q15369;Q15370
P62072;Q9Y5J7
O60341;Q9UKL0
O60341;O75362;P0DMV8;P0DMV9;Q13363;Q13547;Q92766;Q96BD5;Q96EK2;Q9NP66;Q9P0W2;Q9P2K3;Q9UBW7;Q9UKL0
O60934;P49959;Q92878;Q9Y4A5
P54132;P62380
O14965;O75410;Q14008
O60341;O94776;P78347;Q09028;Q12873;Q13330;Q13547;Q14202;Q14687;Q14839;Q16576;Q92769;Q96BD5;Q96ST3;Q9P0W2;Q9UBW7;Q9UKL0
O60341;O75362;P78347;Q13547;Q14202;Q14687;Q92769;Q96BD5;Q9P0W2;Q9UBW7;Q9UKL0
O60341;P78347;Q13547;Q14202;Q92769
O00116;O15228
O60341;Q13547;Q92769;Q96BD5;Q9P0W2;Q9UKL0
Q96S59;Q99549;Q9NWU2;Q9UL63
O95807;Q96S59
O00257;O60315;O60341;O75362;P37275;P56545;Q13363;Q13547;Q92618;Q92766;Q92769;Q96JN0;Q96KQ7;Q9H9B1;Q9P2K3;Q9UKL0;Q9Y232
O60341;P37275;P56545;Q13363;Q13547;Q92769;Q96KQ7;Q9H9B1;Q9UKL0
Q07666;Q96KQ4
O60341;O94776;O95983;Q09028;Q12873;Q13547;Q16576;Q9UBB5;Q9UKL0
O60341;Q13547;Q9UKL0
O94776;O95983;Q09028;Q12873;Q13547;Q16576;Q86YP4;Q9UBB5;Q9UKL0
O94776;O95983;Q09028;Q12873;Q16576;Q86YP4;Q92769
O00203;O14617;O95295;P53677;P59780;P78537;Q13367;Q6QNY0;Q6QNY1;Q8TDH9;Q92572;Q96EV8;Q9NUP1;Q9UL45;Q9Y2T2
O95295;P78537;Q6QNY0;Q6QNY1;Q86YV9;Q8TDH9;Q969F9;Q96EV8;Q9NUP1;Q9UL45;Q9UPZ3
Q00613;Q03933
O75436;Q96QK1;Q9UBQ0
O60749;O75436;Q13596;Q96QK1;Q9UBQ0
