"","N1_1","N2_1","N3_1","N4_1","N5_1","N6_1","N1_2","N2_2","N3_2","N4_2","N5_2","N6_2"
"P00736",0,0,0,0,0,0,0,0,0,0,0,0
"P04264",142306.8,247871.5,331530.5,68194.41,159751.2,86395.18,132404.4,236812.6,329906.4,69039.96,179177.4,89804.98
"Q93052",38511.05,42255.78,34787.12,35681.91,44797.69,41576.85,42632.02,44088.33,43350.86,60527.23,38953.75,45174.88
"O43570",24264.99,28027.68,37326.2,6099.858,0,12744.35,13041.81,37258.59,26788.93,0,0,7428.344
"P20962",176759.1,114921,153483.2,175372.7,154819.9,169817.6,178745.3,115306.4,155137.9,204267.4,156268.9,178255
"Q8NBJ7",63188.02,45654.7,48379.88,58530.55,43815.97,51274.72,0,45427.61,41425.14,0,52878.95,56917.54
"P02750",0,211073.8,56514.53,48113.21,111001.3,33837.11,48017.64,200649,46957.7,50179.16,119242.7,28846.59
"P29218",13101.96,5678.075,9708.25,8132.7,27915.41,15398.22,12983.19,11832.57,32403,14102.8,29791.97,35302.49
"Q9NTX5",59432.1,59138.55,68194.41,64702.22,62380.69,60305.64,65130.74,53026.19,69842.1,63415,69590.71,53943.03
"Q07021",112417.9,96407.84,137175.1,117967.3,97932.12,112680.1,128472,112182.3,141296.3,98460.75,63640.03,66379.24
"Q15287",0,0,0,0,728.8222,0,0,5582.867,0,0,0,0
"Q9BS26",14373.54,55745.15,15001.91,0,39584.44,0,14687.37,68419.37,36869.43,13531.76,43737.82,8866.933
"Q8N1F8",0,0,0,0,4463.661,0,13873.04,0,0,12327.9,11167.62,0
"Q9P015",0,0,0,0,0,0,0,0,0,0,0,0
"Q9BX68",94309.39,57169.19,99433.59,142679.6,71252.19,135737.2,86082.28,56058.65,103960.2,147423.5,77850.57,98824.4
"Q9P2J5",5299.794,5202.178,9759.944,4227.825,8003.658,3515.05,5836.422,10993.77,9837.458,12684.5,14857.12,11758.94
"P09601",0,0,0,0,21949.83,0,0,0,0,0,24779.11,10701.54
"Q9UBT2",0,0,0,0,0,0,0,0,0,0,0,0
"Q6UWM9",0,0,0,8866.933,5461.447,0,0,0,0,17380.49,18677.58,18280.42
"P30086",1798994,1507484,1686138,1910378,1686138,1798994,1798994,1582979,1686138,1219164,1130692,1219164
"P30040",153896.5,166703.5,163095.2,163095.2,174984.5,165765.9,149632.6,165765.9,161859.3,171211.4,180535.1,168411
"Q16650",0,0,0,0,0,0,0,0,0,0,0,0
"P10253",15116.91,10890.86,18200.78,22122.36,17309.98,23992.28,27857.94,11880.63,22055.13,23370.88,15459.06,33003.64
"O94905",9890.292,8003.658,26438.35,14957.51,26011.69,42566.36,16046.76,23992.28,44865.21,22619.79,41425.14,58618.05
"Q3LXA3",274264.6,200649,230373.5,246687.7,273261.7,216312.2,253890.9,178745.3,236030.4,240932,269679.7,214743.1
"O00232",0,0,0,0,0,0,0,0,0,0,0,0
"P02753",256285.7,151558.9,466164.9,199390.7,149121.2,98460.75,251821.7,154819.9,427428,253890.9,137596.7,170638.1
"Q15582",96933.72,79584.07,95661.27,82242.07,75613.89,79704.06,102286.8,76579.02,96590.73,64454,80465.48,81054.54
"Q6XQN6",42948.4,21831.56,40420.69,52341.58,53711.56,54642.17,30102.47,16436.64,66379.24,83666.14,80614.2,84689.84
"P55072",101544.8,119242.7,86222.4,108770.2,121781.8,93424.59,96590.73,119242.7,102711.5,105601.5,107857,86395.18
"Q9HAU5",124294.3,122386.3,157255.8,145951.9,136362.2,125612.2,132107.8,127429.7,154819.9,149632.6,144058.2,135337.9
"P67936",203233.9,189251.4,142306.8,151906.3,171211.4,174984.5,216312.2,160691.3,131429.8,162665.9,178255,171211.4
"Q16587",378018.1,457756.2,438752.3,427428,390317.5,509155.2,331530.5,454591.6,449960.5,421056.2,325019.6,441856.5
"P47756",57169.19,104101.6,79584.07,67555.47,52008.52,57850.99,58530.55,102888.3,79816.24,54839,58932,50008.51
"P98164",96108.93,187002.3,115306.4,137175.1,143056.5,106131.2,92336.89,172028.6,112182.3,134155.2,136629.6,91466.47
"P02743",97140.59,67333.54,48314.38,44088.33,49739.87,86748.58,100135.6,70281.09,47477.48,40140.37,41645.52,79816.24
"O60832",0,0,0,0,0,0,0,0,0,0,0,0
"P57105",48512.74,61249.4,64229.41,71011.48,58695.53,70504.27,53619.99,74656.39,61777.63,73975.35,59047.32,73747.38
"Q9NYU2",33388.92,22496.77,0,26881.08,12567.36,16436.64,32882.37,27967.68,36825.06,0,23741.29,34506.99
"P84157",0,0,0,0,0,0,0,0,0,0,0,0
"Q15029",0,0,0,0,21553,0,18280.42,0,0,0,40140.37,0
"O60271",3234.428,9837.458,20346.64,10890.86,5744.636,16046.76,13744.35,16143.24,0,17428.52,11880.63,18128.35
"Q99623",197524.2,196996.8,224837.6,248839.1,172028.6,219709.9,182794.5,197524.2,240932,255122.1,167482.1,211640.5
"P01621",194290.6,0,0,0,0,143056.5,195146,304443.9,176213.9,0,0,0
"Q86UW7",0,64454,0,0,0,0,0,63905.9,0,0,0,0
"Q9P0J0",69039.96,89524.72,108357.3,114678.3,79299.88,105371.4,69296.97,86222.4,108554.7,119242.7,81054.54,103356.2
"Q14847",101043.4,119650.8,122859.9,112182.3,98104.31,87306.25,108357.3,111326.8,111549.7,143697,114921,107857
"A4D1P6",31231.34,0,27593.38,33768.27,33325.86,26563.48,0,0,0,0,0,34325.01
"P55157",0,38953.75,11223.05,0,1947.147,0,0,38794.68,16316.33,0,38511.05,0
"P21695",469971.2,304443.9,454591.6,457756.2,362020.8,241992.3,449960.5,301234.9,454591.6,484624,384629,228946.3
"Q9UMY4",31034.26,36422.79,37258.59,0,22378.06,25129.86,0,0,38953.75,0,34787.12,21313.91
"P04275",0,5634.228,0,0,0,0,0,9120.119,0,0,0,0
"P40227",86082.28,103144.4,83390.33,97335.62,106131.2,85740.42,84185.7,102286.8,88271.58,104642.9,117389.5,82644.38
"P08123",22861.64,2834.531,21199.16,11589.47,20708.82,26314.17,23207.51,6919.769,19849.41,14224.85,27310.46,26788.93
"P50416",0,9890.292,5707.747,1849.661,893.2056,8866.933,4061.403,5346.031,0,24907.94,24133.67,6142.9
"Q04917",39719.26,46628.66,43350.86,23207.51,53240.82,53114.32,52786.49,49103.56,43815.97,50008.51,46495.02,62845.97
"P50991",101915.9,96590.73,100616.3,101915.9,116289.9,86082.28,103144.4,102711.5,92512.37,103555.3,115138,79458.77
"P27695",44010.16,47413.43,41778.38,37940.34,46689.51,46957.7,60416.61,40663.75,55431.72,44228.64,65262.99,59642.93
"P13611",64365.04,76579.02,42404.53,51085.24,71139.86,65477.99,68927.99,74269.09,46553.02,38511.05,52272.02,42566.36
"P01024",411215.5,838302.9,333342.7,301234.9,490235.9,322906.2,381249.5,789446.1,359398.6,288001.8,484624,317227.1
"Q92882",6142.9,7002.047,8667.869,3440.078,3486.531,3325.908,9791.453,10434.71,11758.94,10577.49,9791.453,8178.736
"P07996",248839.1,296507.9,257434.6,286640.3,289533.3,205171.5,104286.9,282315.9,264324.1,81635.42,110611.1,76929.26
"Q9NZL9",60992.96,46689.51,59432.1,55348.78,50724.91,42825.82,58798.94,48512.74,55254.21,53114.32,54056.81,40663.75
"P47897",19912.98,18128.35,15689.55,26628.24,34436.2,12684.5,23370.88,9065.825,20398.12,26490.26,23560.07,26736.89
"Q8WW52",86569.11,32198.97,64702.22,64601.65,54328.42,64601.65,96933.72,51910.27,50996.29,52878.95,75858.83,55254.21
"Q9NTG7",32105.01,15116.91,27191.27,7665.211,12034.33,31231.34,35772.38,23275.02,31720.91,26314.17,23009.54,25844.29
"P00558",466164.9,466164.9,474797,513437.9,457756.2,513437.9,284934.5,449960.5,469971.2,534962.2,513437.9,484624
"Q709F0",0,69379.76,62380.69,59642.93,53831.88,43429.14,0,67663.89,47101.82,67555.47,57737.64,0
"O43464",21313.91,10434.71,24184.97,22861.64,8792.511,15184.38,18045.24,14738.54,28140.73,16653.18,10701.54,12924.71
"Q9BWM7",0,0,0,25318.95,0,0,0,0,0,0,0,0
"Q96HD9",22562.35,0,16382.91,18200.78,5582.867,19764.2,24411.29,0,20346.64,24264.99,13208.61,20892.73
"P04792",572844.6,643593,513437.9,760797.8,940142,659554.4,582535.7,613850.5,549609.4,775969.2,1002596,623040.6
"Q08752",0,18677.58,0,31161.06,23942.7,39644.1,0,31797.32,0,0,29308.43,43497.89
"Q15526",0,0,0,0,0,0,0,0,0,0,0,0
"Q9UM22",0,0,0,0,0,0,0,0,0,0,0,0
"P35251",80465.48,133565.1,84009.8,0,120491.1,0,70281.09,141575.7,83236.9,51274.72,101308.6,0
"Q15642",0,0,0,0,0,0,0,0,0,0,0,0
"Q9H2D6",9229.783,0,0,0,8667.869,8082.067,10993.77,13101.96,0,0,11459.84,0
"Q86Y82",0,0,50560.56,0,0,0,0,0,0,0,0,0
"Q04446",36705.6,36705.6,24779.11,22562.35,20057.06,28649.97,52477.21,26686.24,30264.74,35302.49,27915.41,23631.74
"P10606",400332.5,591008.8,544909.7,529672.9,367784.7,566103.9,372485.6,566103.9,534962.2,554483,396912,597545.5
"P62906",54240.61,74269.09,52700.48,58862.08,67976.03,59328.51,52572.61,72866.16,48594.65,71531.78,65757.16,60416.61
"P10515",105601.5,130842.1,128776.2,112680.1,117106.9,134561.7,99806.29,125372.3,130842.1,116824.3,124024,138965.2
"Q9H3G5",10354.9,8404.697,9504.372,149632.6,34991.44,134155.2,12034.33,15398.22,12874.95,56609.46,46353.28,44468.07
"Q04637",12107.39,20057.06,17428.52,14566.58,14373.54,4061.403,9890.292,15951.23,13990.29,17976.62,17029.87,26368.11
"O75436",12744.35,11459.84,12034.33,9759.944,9229.783,30434.37,13339.99,16907.93,14303.05,16600.61,12924.71,13166.66
"Q9BXS5",11589.47,18760.08,9837.458,13990.29,11589.47,7331.05,10538.05,20892.73,16703.18,18431.09,13793.52,13531.76
"P48539",0,0,0,0,0,0,0,0,0,0,0,0
"P11498",237958.5,149121.2,236030.4,188132.1,189251.4,181573.2,237958.5,151906.3,235242.5,240054.8,164343.5,159352.7
"P27708",0,0,0,0,0,0,0,0,0,0,0,0
"P30566",0,0,0,0,0,0,0,0,0,0,0,0
"Q9P0V9",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NPA8",0,0,0,0,0,0,0,0,0,0,0,0
"O94826",0,0,0,30963.73,23631.74,0,0,0,31231.34,0,0,0
"P07203",89057.4,56815.28,87070.11,48208.46,99028.47,46818.33,87070.11,59827.38,94932.09,57265.41,104642.9,50108.55
"P62805",1162786,1300718,1086128,1300718,1582979,1686138,1002596,1380456,1130692,1300718,1300718,1582979
"Q8N8A6",2049549,1380456,1130692,633821,446678.9,2049549,2049549,1507484,1002596,760797.8,559863.8,1910378
"Q13492",15847.52,23060.3,20764.95,18760.08,16477.31,13793.52,17484.32,26628.24,21593.88,25318.95,19690.86,14738.54
"P55285",0,17976.62,0,0,15516.18,0,0,37526.54,0,0,19175.72,0
"P56556",91127.04,114195.5,93587.75,131429.8,68927.99,107857,102711.5,103960.2,0,107857,98104.31,99028.47
"P05026",73975.35,138230.1,144058.2,159013.3,82528.65,289533.3,72273.86,132774.2,145114.2,155137.9,80199.58,273261.7
"Q92522",0,0,0,0,0,0,0,0,0,0,0,0
"A6ND91",77850.57,79161.4,72866.16,75858.83,87836.96,59915.42,71375.87,81771.48,73411.06,79024.33,92200.62,65031.81
"Q3YEC7",28213.44,30812.9,36422.79,41711.94,28285.6,37020.33,0,31289.59,40075.74,0,28403.81,28782.87
"P14209",0,5424.269,11974.4,0,2394.003,5299.794,0,0,14687.37,0,0,0
"P43652",25378.03,0,23631.74,61451.06,8469.239,12444.31,25178.94,0,25378.03,18200.78,21763.84,88437.7
"O95433",0,0,0,57348.28,0,0,0,0,0,69986.84,0,0
"P15924",554483,343262,670786.9,682653.9,297711.2,250479.3,591008.8,322906.2,633821,682653.9,297711.2,540115.8
"P17931",62503.04,37326.2,104458.4,67333.54,46219.52,47697.29,63816.85,48208.46,57523.94,72977.35,60305.64,0
"P06748",63640.03,73278.36,49228.15,60214.34,57005.18,85345.17,61249.4,89804.98,76929.26,67233.22,55431.72,81957.89
"O14964",21706.65,21509.59,21831.56,29308.43,24705.79,17778.32,21199.16,0,22426.11,30568.06,24705.79,19983.67
"P15586",60140.21,27191.27,75282.1,89204.91,57959.53,35246.61,62503.04,27260.11,73278.36,91628.1,54839,31454.9
"O14841",0,0,0,10434.71,0,18886.76,0,0,21073.92,0,14502.55,22562.35
"P08572",123432,81510.46,120716.2,92973.8,116824.3,102116.3,117389.5,79458.77,116010.1,102116.3,132107.8,113400.3
"Q8N655",0,0,0,0,0,0,0,43101.08,0,0,0,0
"P15374",6919.769,0,0,3325.908,2282.408,3060.442,8469.239,7930.744,15575.29,27310.46,26947.6,0
"P12814",35565.03,31084.27,25255.74,22946.86,41974.24,45427.61,38443.16,30039.09,38641.15,21010.82,29242.13,27915.41
"P50895",43279.69,30963.73,39208.25,33325.86,46895.88,51386.23,34856.47,29052.19,44605.86,37735.48,48818.65,40140.37
"Q13825",135737.2,153896.5,174111.8,148739.1,122047.2,130216,125612.2,134155.2,185160,152247.4,135737.2,135737.2
"P55795",0,0,0,0,0,0,0,0,0,0,0,0
"P52565",116824.3,136629.6,112417.9,106954.4,110367.2,108357.3,114195.5,138626.9,108189,108357.3,118534.4,113145.5
"Q9UGI8",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NPH2",0,231528.4,0,175808.5,0,150524.5,0,232556.1,150524.5,0,0,22378.06
"Q9NR19",0,0,0,0,0,0,0,0,0,0,0,0
"Q0VAM2",61155.07,41645.52,51791.05,57523.94,47039.95,59138.55,61553.77,46154.89,50443.03,62503.04,48748.28,61667.11
"P48637",111753.2,93981.03,74406,148188.2,93587.75,115537.1,106434,99028.47,77962.17,156268.9,113682.9,123432
"P80404",196208.5,136362.2,286640.3,227161.7,196996.8,171211.4,189251.4,141996.6,306071.8,228946.3,187566.8,171594.5
"Q9UHK6",70504.27,93424.59,48748.28,85600.47,74601.32,74058.15,90840.22,94932.09,18886.76,94932.09,78547.77,65864.34
"P04083",87502.26,83114.39,61667.11,54002.71,61451.06,73098.98,92656.4,83516.5,61667.11,87502.26,95493.71,72021.55
"P01876",312295.6,408058.6,153896.5,138965.2,345183.5,462133.9,297711.2,623040.6,149121.2,143056.5,329906.4,423963.5
"P28070",37786.9,43350.86,38511.05,0,42132.29,36956.08,35817.41,133313.1,0,0,37448.41,43101.08
"P25398",0,126409.1,0,0,0,0,122859.9,125612.2,0,0,150009.2,109838.9
"Q8N766",0,0,0,0,0,0,0,0,0,0,0,0
"Q00325",101732.7,164343.5,174984.5,160691.3,127141.2,163095.2,123793.9,169817.6,174540.8,158583.5,118269,156268.9
"Q6NUK1",47954.48,43429.14,60605.33,41576.85,59138.55,70903.29,51910.27,85221.49,46818.33,42255.78,61155.07,68419.37
"Q13561",44865.21,50724.91,42032.72,63816.85,57080.76,62603.47,54554.37,48438.29,48113.21,66240.02,48438.29,56815.28
"O75964",162300.5,232556.1,208139.1,165765.9,154345.9,227161.7,164343.5,241992.3,211640.5,166703.5,164811.4,224020.3
"Q92665",0,0,12806.98,15243.89,0,15951.23,0,0,12327.9,0,0,0
"O00170",107375.7,40140.37,77962.17,48017.64,50443.03,48208.46,39644.1,42825.82,40935.27,119493.3,68503.39,41004.78
"Q9H3Y0",10649.17,6723.506,31797.32,32940.66,20517.91,19983.67,10701.54,0,0,0,0,0
"Q9UJW2",289533.3,224020.3,240932,296507.9,338839.7,182794.5,289533.3,236030.4,250479.3,282315.9,338839.7,169404.2
"Q92572",0,0,0,0,0,0,0,0,0,0,0,0
"P25788",67663.89,70596.1,66477.81,66571.79,64601.65,63415,65262.99,71011.48,67021.12,69717.98,70389.42,61249.4
"P62244",48954.49,64601.65,44865.21,52008.52,71658.52,54328.42,54328.42,63988.55,45654.7,74156.41,91466.47,54056.81
"P13798",68064.1,66141.67,63548.54,77348.17,80903.05,73200.35,73278.36,64601.65,72135.45,79816.24,86569.11,68597.03
"Q9BR76",53332.27,62380.69,56337.18,57432.65,59432.1,55254.21,56514.53,68194.41,61451.06,60305.64,70145.77,56514.53
"P50747",0,0,0,0,0,0,0,0,0,0,0,0
"P01857",582535.7,1002596,789446.1,245595.9,509155.2,820257.2,613850.5,1086128,789446.1,301234.9,544909.7,820257.2
"P62158",659554.4,760797.8,706520.3,431283.1,760797.8,341137.2,466164.9,692332.5,706520.3,435248.4,716944.3,357417.6
"P55060",65948.94,0,0,0,87.39444,1216.111,0,0,0,0,0,0
"Q8NBN7",17309.98,39208.25,20708.82,31920.16,34267.11,25539.53,19577.77,19983.67,23318.47,19912.98,39920.88,25487.3
"Q5HYK3",0,0,5532.628,0,0,1376.642,0,4583.053,7712.3,0,0,5299.794
"Q6IAA8",0,7665.211,11589.47,9708.25,27066.26,0,0,0,0,0,0,0
"P00387",36018.36,48113.21,24964.95,33837.11,48438.29,59735.85,39140.5,48314.38,41004.78,41576.85,39433.16,58436.31
"Q8WUH6",0,0,0,0,0,0,0,0,0,0,0,0
"Q9BSJ8",0,12327.9,12494.7,7712.3,20764.95,13744.35,11279.85,12567.36,0,14502.55,16542.79,11115.66
"P04003",24184.97,91325.89,0,0,42192.1,23827.06,36705.6,96590.73,17916.59,0,52194.86,0
"Q9UDY2",3130.811,0,5154.056,1524.336,295.5472,1328.603,3515.05,0,7267.361,7930.744,4776.936,4980.639
"O43809",27191.27,0,15243.89,22730.31,13938.17,11401.86,17146.31,0,26232.09,26686.24,13744.35,10013.7
"P0C0L5",45654.7,82939.11,28140.73,26157.97,40663.75,0,44946.28,78753.85,29111.44,31663.41,37940.34,0
"P00367",390317.5,414661.1,509155.2,509155.2,408058.6,408058.6,370040.5,396912,529672.9,513437.9,441856.5,365975.5
"P45880",100833,157629.9,159013.3,153483.2,148739.1,176759.1,111940.8,159013.3,167482.1,154345.9,151558.9,176759.1
"P42224",529672.9,175372.7,404349.8,408058.6,258247.1,375463.4,544909.7,187002.3,431283.1,431283.1,256285.7,387432.2
"P28066",55100.23,63548.54,57623.34,63060.78,61155.07,56135.9,44865.21,63732.6,59642.93,56715.96,62246.1,49103.56
"P12004",8667.869,0,0,6501.192,0,3186.05,0,0,9559.831,0,0,9611.819
"P23786",60416.61,67663.89,84980.21,73854.19,68503.39,64229.41,64790.49,74058.15,94309.39,80465.48,70812.29,67126.98
"O43399",138965.2,44946.28,44156.47,17778.32,2753.831,8132.7,171211.4,162665.9,41913.8,0,134798,0
"Q96BW5",38641.15,41778.38,34916.06,54056.81,29176.41,50008.51,41913.8,44865.21,40521.26,58361.84,35117.79,46689.51
"P40925",513437.9,746003.9,549609.4,643593,651711.1,469971.2,484624,838302.9,559863.8,670786.9,692332.5,613850.5
"Q86UX2",9504.372,0,0,0,0,9065.825,11832.57,0,0,0,0,0
"P30042",252846.2,125612.2,131429.8,106620.3,116010.1,159013.3,121609.6,69717.98,89804.98,84820.41,77348.17,87502.26
"P25391",0,0,0,0,0,0,0,0,0,0,0,0
"O14617",0,4285.253,8003.658,0,1909.539,2910.106,0,0,10833.63,0,7002.047,0
"P22033",69590.71,57265.41,73411.06,81325.09,66822.64,68303.94,67021.12,57432.65,70903.29,88709.01,76787.62,84437
"Q6UW68",0,12444.31,11279.85,23370.88,4061.403,17380.49,13531.76,17309.98,17029.87,22496.77,12567.36,15740.35
"P53041",0,8906.125,13208.61,2413.244,10943.8,0,11359.64,12617.18,0,0,13531.76,10170.49
"Q9BYD6",0,0,0,0,0,0,0,0,0,0,0,0
"Q5VXI9",0,0,0,0,0,71375.87,0,0,0,0,0,74915.41
"Q9P0J1",0,0,0,0,0,0,0,0,0,0,0,0
"O75208",73747.38,82528.65,47551.12,47788.15,79584.07,55839.27,67555.47,82644.38,73524.28,49545.6,75506.47,56609.46
"P30740",50996.29,45427.61,47101.82,44797.69,57850.99,57623.34,57265.41,46418.59,46495.02,50797.63,62742.03,57265.41
"Q14254",7530.067,9945.717,0,0,0,14171.12,0,0,0,0,0,18045.24
"P08185",0,46219.52,0,0,0,0,0,49228.15,0,0,0,0
"P00918",597545.5,633821,716944.3,732383.5,623040.6,490235.9,633821,606496.8,732383.5,716944.3,623040.6,474797
"Q12905",40140.37,69986.84,75506.47,43429.14,85600.47,34386.66,60140.21,81193.99,90840.22,77488.91,90344.08,41233.21
"P05156",0,59432.1,0,0,0,0,0,65262.99,0,0,0,0
"P63010",47788.15,52700.48,42132.29,48954.49,56135.9,44605.86,58063.49,56815.28,45107.13,20116.77,48954.49,19577.77
"P62330",0,0,0,0,0,0,0,0,0,0,0,0
"P01717",17826.71,29597.68,28782.87,2910.106,14957.51,23741.29,29987.47,39497.49,16600.61,9945.717,14303.05,16542.79
"P17948",0,0,0,0,0,0,0,0,0,0,0,0
"Q9HC38",141296.3,119902.1,134155.2,136064,124830.2,138230.1,125372.3,120161.7,133313.1,151044.7,123135.8,133014
"P15311",219709.9,187566.8,251821.7,343262,211073.8,335047.9,196208.5,182241.6,263299.1,224020.3,203666.2,329906.4
"Q9H8H3",46628.66,45107.13,60305.64,74546.25,43023.31,81054.54,49327.24,47858.24,65031.81,62845.97,46957.7,83516.5
"Q9UN86",0,83666.14,0,95207.85,88437.7,85094.47,0,0,0,102711.5,0,87836.96
"P26885",111001.3,213886.3,228946.3,223143.9,109599.4,136064,224837.6,216312.2,212292.8,135337.9,243907.9,275420.7
"O43776",38130.55,45258.62,27646.1,35358.81,41077.87,34042.57,29369.22,46763.48,33768.27,38320.43,45427.61,36493.12
"Q9H479",20215.77,23207.51,23144.21,15633.69,13397.27,14957.51,19912.98,26314.17,24655.11,20453.29,19389.6,20708.82
"O15400",29987.47,41425.14,36282.92,33069.91,35413.6,28588.87,33388.92,47185.33,36763.92,43653.47,36282.92,39356.67
"Q15942",28070.84,13480.96,10354.9,13531.76,26947.6,17428.52,27066.26,23318.47,19175.72,10170.49,21381.11,14373.54
"Q14152",17029.87,25844.29,19247.7,17309.98,19577.77,26736.89,29242.13,28468.21,20825.75,31289.59,29862.3,28140.73
"Q96A26",69717.98,89204.91,76153.19,87184.24,73747.38,95207.85,65031.81,88709.01,70713.02,84185.7,74406,98250.03
"Q9Y6G9",0,18200.78,0,0,0,27128.02,0,9559.831,0,0,35565.03,0
"P22352",746003.9,524995.4,760797.8,861796.3,1086128,520102.7,414661.1,499422.8,760797.8,861796.3,1027250,513437.9
"P51149",113145.5,118269,120161.7,118269,115306.4,124294.3,108554.7,123432,120161.7,122047.2,120716.2,121324.4
"P30085",115757.1,111940.8,98824.4,118793.4,128472,84185.7,126146.2,119902.1,103144.4,110112,70504.27,67879.78
"Q9UNF0",54737.36,0,44695.75,0,0,28517.17,41974.24,41190.07,0,0,0,0
"P16401",23207.51,48512.74,0,0,27128.02,0,0,48379.88,0,64229.41,27857.94,0
"Q9UBU9",122386.3,0,0,0,0,0,0,0,0,0,0,0
"O43396",55162.83,58282.48,54328.42,60697.71,58618.05,55431.72,55254.21,59328.51,58063.49,65864.34,58172.71,54642.17
"P50454",35050.65,43737.82,32403,39785.63,66240.02,32198.97,35479.7,61553.77,38012.43,40935.27,70281.09,32882.37
"P62333",0,33256.26,0,38641.15,33837.11,31034.26,0,32336.43,31161.06,35817.41,35772.38,28588.87
"P30153",17916.59,18431.09,29052.19,5424.269,45576.66,15116.91,34787.12,28846.59,26947.6,66379.24,47185.33,10890.86
"P08648",263299.1,212292.8,276628.6,250479.3,171594.5,228946.3,246687.7,184650.5,299487.5,257434.6,240932,213886.3
"P46108",7665.211,18045.24,0,5299.794,12744.35,0,27706.53,29918.29,26314.17,0,0,0
"Q96CP2",0,0,0,0,589.5639,0,0,0,0,0,0,0
"Q9NQT8",0,0,0,11974.4,0,5255.061,0,0,0,15116.91,0,0
"P09382",183893,129969.2,138965.2,129657.7,160172.7,145114.2,179177.4,126743.6,144761.6,134561.7,163494.7,114921
"P19404",132404.4,165285.9,190390.4,162665.9,144058.2,190390.4,118793.4,185750.3,175808.5,166291,125612.2,179981.9
"P49006",3207.247,0,0,1328.603,511.5944,1459.711,3768.506,0,0,0,0,0
"P49773",112930.6,105371.4,107375.7,99238.84,104642.9,107375.7,116010.1,110778.1,92973.8,99238.84,104937,105371.4
"Q12931",74915.41,83236.9,92512.37,97140.59,84980.21,92823.65,82644.38,84980.21,93981.03,93587.75,94484.9,78923.71
"P00738",331530.5,1686138,183893,435248.4,670786.9,384629,317227.1,1686138,181573.2,404349.8,659554.4,362020.8
"P06280",21010.82,0,20517.91,27796.91,0,23275.02,15951.23,0,26093.67,31585.28,0,35176.2
"P46783",80903.05,82784.11,76787.62,81771.48,89349.21,94670.18,84820.41,87306.25,81957.89,58932,88571.8,84319.78
"P08865",131429.8,137596.7,125612.2,120491.1,129359.2,123432,123135.8,142306.8,117967.3,133014,138626.9,120716.2
"P46776",0,100833,0,97572.19,89057.4,0,0,77594.36,0,95057.05,37292.4,0
"O75717",0,0,0,0,0,0,0,0,0,0,0,0
"P12268",15633.69,7331.05,25737.06,18280.42,10993.77,18128.35,12617.18,13793.52,0,31231.34,21131.38,31161.06
"P23378",19577.77,13041.81,45258.62,32661.95,21261.03,9559.831,0,0,41493.97,31797.32,30488.41,0
"P13987",0,0,0,0,0,66704.82,0,0,0,0,39084.55,75400.28
"Q9BXD5",33573.36,51690.71,38576.91,41004.78,34916.06,0,36763.92,52110.31,37386.23,39005.52,33003.64,0
"Q969X5",0,0,0,6211.608,7830.575,5920.558,10649.17,13990.29,14049.16,0,0,0
"P06703",362020.8,554483,582535.7,534962.2,427428,789446.1,387432.2,549609.4,566103.9,351190.2,414661.1,789446.1
"Q9Y6C9",73854.19,70713.02,82242.07,86569.11,89804.98,88437.7,73631.49,83666.14,82784.11,27706.53,87306.25,80741.56
"P31947",0,0,0,0,0,0,0,0,0,0,0,0
"Q13596",37526.54,41493.97,19448.14,33913.38,38870.96,19247.7,10354.9,42192.1,16953.34,39497.49,41135.21,23275.02
"Q6UB99",0,202049.2,110778.1,0,0,175372.7,0,204267.4,0,0,0,0
"P23297",0,0,0,24335.52,31865.32,30927.39,0,0,0,20961.99,0,0
"P51687",125847,116824.3,89057.4,119493.3,122859.9,17029.87,147423.5,119493.3,128015.6,136875.9,123793.9,16768.37
"O43294",43350.86,19849.41,25957.41,22664.19,22426.11,31389.75,37735.48,26490.26,37687.1,31084.27,28027.68,38320.43
"P63000",0,0,0,0,0,0,0,0,0,0,0,46303.49
"P38159",0,0,0,38266.54,0,0,0,121781.8,0,0,39848.8,0
"Q9H6Q4",0,0,0,0,0,0,0,0,0,0,0,0
"P54619",18280.42,26314.17,0,0,36228.75,37572.64,20057.06,42132.29,0,28846.59,34713.42,28027.68
"Q9NR31",0,0,21949.83,15313,9890.292,0,0,0,0,23498.15,25444.86,0
"Q9UKM9",0,42632.02,0,0,0,0,0,0,0,0,0,0
"P31942",47477.48,39719.26,41493.97,41913.8,38576.91,46495.02,44536.32,40935.27,42032.72,35637.82,38072.94,63415
"Q8N5N7",0,47039.95,52477.21,52700.48,43653.47,54056.81,0,52878.95,58862.08,46303.49,38576.91,53619.99
"P22732",86943.43,0,0,90840.22,0,0,0,79161.4,0,98824.4,93424.59,97140.59
"O14639",0,0,0,0,0,9229.783,8178.736,0,0,14303.05,9611.819,12874.95
"P82933",23827.06,21949.83,25608.95,26947.6,18760.08,22619.79,21313.91,23741.29,27796.91,26736.89,0,27646.1
"Q6Y7W6",0,0,0,0,0,0,0,0,0,0,0,0
"P35244",36144.33,19764.2,22619.79,21706.65,27005.53,36018.36,30891.04,0,0,26628.24,22321.01,43737.82
"P27348",76787.62,92656.4,78654.16,70596.1,98824.4,83390.33,81510.46,99806.29,83114.39,67663.89,91325.89,79299.88
